signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,target_type,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,new_actor_type,old_actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
120,19,Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 22 May 1998",Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides (22 May 1998),Decided to take steps to halt armed confrontation in Gali district and to instruct UN Secretary General to hold consultations on development of mechanism to investigate and prevent incidents in violation of Moscow Agreement.  Agreed to refrain from steps that could exacerbate situation and to take measures to promote peace process.,Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,22/05/1998,1998,5,22,May,signatory,third party,49,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/19,https://www.peaceagreements.org/viewmasterdocument/19,"<a href=""https://www.peaceagreements.org/view/19"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/19"" target=""_blank"">View agreement PDF</a>"
119,19,Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 22 May 1998",Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides (22 May 1998),Decided to take steps to halt armed confrontation in Gali district and to instruct UN Secretary General to hold consultations on development of mechanism to investigate and prevent incidents in violation of Moscow Agreement.  Agreed to refrain from steps that could exacerbate situation and to take measures to promote peace process.,Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,22/05/1998,1998,5,22,May,signatory,third party,2,CON_2,Germany,,Germany,GMY,GMY,CON,Country/State,Country/State,Germany,DEU,276,255,GMY,GMY,255,Europe,37,Government of Germany,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),Germany (Prussia) | GERMANY | Federal Republic Germany | Germany | GERMANY | Republic Germany | Federal Republic of Germany | German Foreign Ministry,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/19,https://www.peaceagreements.org/viewmasterdocument/19,"<a href=""https://www.peaceagreements.org/view/19"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/19"" target=""_blank"">View agreement PDF</a>"
136,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,64,IGO_64,United Nations,United Nations Development Programme,United Nations Development Programme,UNDP,UNDP,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,United Nations Development Program || UNDP || United Nations Development Programme | United Nations Development Programme | UNDP | United Nations Development Program  |  UNDP  |  United Nations Development Programme,"United Nations Development Programme (UNDP) is an IGO, with affiliations to Global Development IGOs (International Government Organizations). They are also referred to as United Nations Development Program || UNDP || United Nations Development Programme",https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
137,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,65,IGO_65,United Nations,High Commission for Refugees,High Commission for Refugees,UNHCR,UNHCR,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,UNHCR || United Nations Commission For Refugees || Un Refugee Agency || U.N. High Commissioner For Refugees || U.N. Commission For Refugees || Un Commission For Refugees || Un High Commissioner For Refugees || United Nations High Commissioner For Refugees || United Nations Refugee Agency || U.N. Refugee Agency | United Nations High Commission Refugees | UNHCR | UNHCR ZENICA |  United Nations Commission For Refugees  |  Un Refugee Agency  |  U.N. High Commissioner For Refugees  |  U.N. Commission For Refugees  |  Un Commission For Refugees  |  Un High Commissioner For Refugees  |  United Nations High Commissioner For Refugees  |  United Nations Refugee Agency  |  U.N. Refugee Agency,"High Commission for Refugees (UNHCR) is an IGO, with affiliations to Global Refugees IGOs (United Nations). They are also referred to as UNHCR || United Nations Commission For Refugees || Un Refugee Agency || U.N. High Commissioner For Refugees || U.N. Commission For Refugees || Un Commission For Refugees || Un High Commissioner For Refugees || United Nations High Commissioner For Refugees || United Nations Refugee Agency || U.N. Refugee Agency",https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
138,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,51,COA_51,Group of Friends UNSG,,Group of Friends UNSG,,Group of Friends UNSG,COA,State Coalition,State Coalition,,,,,,,,,,,,,,The Group of Friends UNSG is a coalition of member states of the UN. The co-chairs of the  Group of Friends UNSG are the P5 Members of the UN Security Council: France | Germany | United States | Russia | United Kingdom. The full list of all members of the Group of Friends UNSG can be found here: https://www.unaoc.org/who-we-are/group-of-friends/members/,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
135,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,49,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
134,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,2,CON_2,Germany,,Germany,GMY,GMY,CON,Country/State,Country/State,Germany,DEU,276,255,GMY,GMY,255,Europe,37,Government of Germany,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),Germany (Prussia) | GERMANY | Federal Republic Germany | Germany | GERMANY | Republic Germany | Federal Republic of Germany | German Foreign Ministry,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
129,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,party,46,ENT_46,Abkhazia,,Abkhazia,,Abkhazia,ENT,Entity,Entity,Georgia,GEO,268,372,GRG,GRG,372,,,,,,,"Abkhazia is an entity, based in Georgia. ",https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
132,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826,200,UKG,UKG,200,Europe,28,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
128,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,party,45,CON_45,Georgia,,Georgia,GRG,GRG,CON,Country/State,Country/State,Georgia,GEO,268,372,GRG,GRG,372,Asia,63,Government of Georgia,Government of Georgia (2012-),Government of Georgia (2012-),Georgia | GEORGIA | Georgia | GEORGIA | Georgia - E. SHEVARDNADZE | Georgia Germany | Georgia I. Menagarishvili | Georgia V. Goguadze | Republic Georgia | Republic Georgia E. A. Shevardnadze | Republic Georgia O. Patsatsia,Georgia is a Country/State in Asia. ,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
130,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643,365,RUS,RUS,365,Europe,57,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
133,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840,2,USA,USA,2,Americas,3,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
131,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, 25 July 1998","Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998. (25 July 1998)","Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,25/07/1998,1998,7,25,July,signatory,third party,7,CON_7,France,,France,FRN,FRN,CON,Country/State,Country/State,France,FRA,250,220,FRN,FRN,220,Europe,33,Government of France,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,France | FRANCE | France | FRANCE | French Republic | French Republic Mr | French Republic : | French Republic Representative | Permanent Representatives France | Republic France | Republic of France | French Republic | French Republic  Mr | French Republic,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,"<a href=""https://www.peaceagreements.org/view/21"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/21"" target=""_blank"">View agreement PDF</a>"
140,22,Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides,"Ceasefire, 2 September 1998",Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides (2 September 1998),"Agreed to take effective steps to stop violence and to establish joint group to investigate and prevent terrorist acts and other offences.  Pledged to examine and respond to protests made by UNOMIG and CISCPF about violations of Moscow Agreement, and agreed to request the UN Special Representative to resume negotiations on the elimination of consequences of May’s events, return of refugees, and measures to rehabilitate Abkhazia’s economy.  In an Annex the Special Representative, representatives of the Russian Federation and others appealed to sides to refrain from actions that might exacerbate the situation, especially with regard to construction of military engineering installations.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,02/09/1998,1998,9,2,September,signatory,party,46,ENT_46,Abkhazia,,Abkhazia,,Abkhazia,ENT,Entity,Entity,Georgia,GEO,268,372,GRG,GRG,372,,,,,,,"Abkhazia is an entity, based in Georgia. ",https://www.peaceagreements.org/view/22,https://www.peaceagreements.org/viewmasterdocument/22,"<a href=""https://www.peaceagreements.org/view/22"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/22"" target=""_blank"">View agreement PDF</a>"
141,22,Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides,"Ceasefire, 2 September 1998",Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides (2 September 1998),"Agreed to take effective steps to stop violence and to establish joint group to investigate and prevent terrorist acts and other offences.  Pledged to examine and respond to protests made by UNOMIG and CISCPF about violations of Moscow Agreement, and agreed to request the UN Special Representative to resume negotiations on the elimination of consequences of May’s events, return of refugees, and measures to rehabilitate Abkhazia’s economy.  In an Annex the Special Representative, representatives of the Russian Federation and others appealed to sides to refrain from actions that might exacerbate the situation, especially with regard to construction of military engineering installations.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,02/09/1998,1998,9,2,September,signatory,party,45,CON_45,Georgia,,Georgia,GRG,GRG,CON,Country/State,Country/State,Georgia,GEO,268,372,GRG,GRG,372,Asia,63,Government of Georgia,Government of Georgia (2012-),Government of Georgia (2012-),Georgia | GEORGIA | Georgia | GEORGIA | Georgia - E. SHEVARDNADZE | Georgia Germany | Georgia I. Menagarishvili | Georgia V. Goguadze | Republic Georgia | Republic Georgia E. A. Shevardnadze | Republic Georgia O. Patsatsia,Georgia is a Country/State in Asia. ,https://www.peaceagreements.org/view/22,https://www.peaceagreements.org/viewmasterdocument/22,"<a href=""https://www.peaceagreements.org/view/22"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/22"" target=""_blank"">View agreement PDF</a>"
142,22,Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides,"Ceasefire, 2 September 1998",Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides (2 September 1998),"Agreed to take effective steps to stop violence and to establish joint group to investigate and prevent terrorist acts and other offences.  Pledged to examine and respond to protests made by UNOMIG and CISCPF about violations of Moscow Agreement, and agreed to request the UN Special Representative to resume negotiations on the elimination of consequences of May’s events, return of refugees, and measures to rehabilitate Abkhazia’s economy.  In an Annex the Special Representative, representatives of the Russian Federation and others appealed to sides to refrain from actions that might exacerbate the situation, especially with regard to construction of military engineering installations.",Peace Agreement,43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,02/09/1998,1998,9,2,September,signatory,third party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643,365,RUS,RUS,365,Europe,57,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/22,https://www.peaceagreements.org/viewmasterdocument/22,"<a href=""https://www.peaceagreements.org/view/22"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/22"" target=""_blank"">View agreement PDF</a>"
