signatory_id,AgtId,From Node (Full Name),From Node (Short Name),agt_description,From Node Type,PP,Con,From Node Sub-Type,date,year,Edge,actor_id,actor_id_type,To Node Name,actor_detail,short_actor_name,actor_type,To Node Type,To Node Sub-Type,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink
1425,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,81,CON_81,Norway,,NOR,CON,Entity,Country/State,Norway,NOR,Norway is a Country/State in Europe. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1423,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,139,CON_139,Italy,,ITA,CON,Entity,Country/State,Italy,ITA,Italy is a Country/State in Europe. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1422,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,82,CON_82,Egypt,,EGY,CON,Entity,Country/State,Egypt,EGY,Egypt is a Country/State in Africa. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1421,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,176,CON_176,Uganda,,UGA,CON,Entity,Country/State,Uganda,UGA,Uganda is a Country/State in Africa. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1420,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,172,CON_172,Kenya,,KEN,CON,Entity,Country/State,Kenya,KEN,Kenya is a Country/State in Africa. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1419,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,3,CON_3,United States,,USA,CON,Entity,Country/State,United States of America,USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1418,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,party,283,ARM_283,Sudan People's Liberation Movement/Army ,,SPLM/A,ARM,Entity,Armed Organization,Sudan,SDN,"Sudan People's Liberation Movement/Army  (SPLM/A) are an Armed Organization, based in Sudan. ",https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1417,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,party,158,CON_158,Sudan,,SUD,CON,Entity,Country/State,Sudan,SDN,Sudan is a Country/State in Africa. ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1430,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1431,337,Comprehensive Peace Agreement between the Government of the Republic of the Sudan and the Sudan People's Liberation Army/Sudan People's Liberation Movement (Naivasha Agreement),"Framework-substantive, comprehensive, 9 January 2005","A collection of previously agreed upon documents, with Chapter I consisting of the Machakos Protocol, Chapter II as the Protocol on Power Sharing, Chapter III as the Framework Agreement on Wealth Sharing, Chapter IV as the Resolution of the Abyei Conflict, Chapter V as the Resolution of the Conflict in the Two States of Southern Kordofan and Blue Nile, Chapter VI  incorporates the Agreements on Security Arrangements, and Annexure I incorporates the Permanent Ceasefire and Security Arrangements Implementation Modalities and Appendices. Additionally, Annexure II establishes Implementation Modalities and a Global Implementaiton Matrix for the included agreements and protocols. A list of Corrections is appended to the end, to correct technicalities throughout the overall agreement. ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,"Framework-substantive, comprehensive",09/01/2005,2005,third party,346,IGO_346,League of Arab States,,LOAS,IGO,Entity,IGO,,,The League of Arab States is an IGO with affiliations to Regional Diplomatic IGOs (International Government Organizations). ,https://www.peaceagreements.org/view/337,https://www.peaceagreements.org/viewmasterdocument/337
1481,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,2,CON_2,Germany,,GMY,CON,Entity,Country/State,Germany,DEU,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1485,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,50,IGO_50,Organization for Security and Cooperation in Europe,,OSCE,IGO,Entity,IGO,,,"Organization for Security and Cooperation in Europe (OSCE) is an IGO, with affiliations to Regional Defense / Security IGOs (International Government Organizations). They are also referred to as OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe",https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1484,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,3,CON_3,United States,,USA,CON,Entity,Country/State,United States of America,USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1482,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,7,CON_7,France,,FRN,CON,Entity,Country/State,France,FRA,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1486,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,51,COA_51,Group of Friends UNSG,,Group of Friends UNSG,COA,Entity,State Coalition,,,The Group of Friends UNSG is a coalition of member states of the UN. The co-chairs of the  Group of Friends UNSG are the P5 Members of the UN Security Council: France | Germany | United States | Russia | United Kingdom. The full list of all members of the Group of Friends UNSG can be found here: https://www.unaoc.org/who-we-are/group-of-friends/members/,https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1483,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,19,CON_19,United Kingdom,,UKG,CON,Entity,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1478,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,party,386,IGO_386,United Nations,UN Secretary General,UNSG,IGO,Entity,IGO,,,"The Secretary-General of the United Nations (UNSG) is the chief administrative officer of the United Nations, and head of the United Nations Secretariat. They are included in the IGO type as they, and their special representatives, are representatives of the UN (an IGO). ",https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1479,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1480,342,Concluding Statement on the Outcome of the Resumed Meeting between the Georgian and Abkhaz parties,"Framework-substantive, partial, 19 November 1997","Welcomed proposals to strengthen involvement of UN and noted progress had not been made on the pivotal issues.  Reaffirmed commitment to non-use of force and condemned acts of violence by armed groups or placement of mines.  Agreed to take measures to halt any activity by illegal armed formations, terrorist and other ‘subversive groups and individuals’ and to take measures to convene a joint commission to resolve any practical issues.  Also provided for establishment of a Coordinating Council and placed emphasis on need to resume process of voluntary return of refugees/displaced persons.  Agreed to refrain from dissemination of hostile propaganda.",Peace Agreement,Abkhazia peace process,Georgia/Abkhazia,"Framework-substantive, partial",19/11/1997,1997,third party,21,CON_21,Russia,,RUS,CON,Entity,Country/State,Russian Federation,RUS,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/342,https://www.peaceagreements.org/viewmasterdocument/342
1536,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1535,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,87,IGO_87,African Union,,AU,IGO,Entity,IGO,,,"African Union (AU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as African Union || AU || THE AU",https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1534,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,7,CON_7,France,,FRN,CON,Entity,Country/State,France,FRA,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1533,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,81,CON_81,Norway,,NOR,CON,Entity,Country/State,Norway,NOR,Norway is a Country/State in Europe. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1532,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,19,CON_19,United Kingdom,,UKG,CON,Entity,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1531,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,3,CON_3,United States,,USA,CON,Entity,Country/State,United States of America,USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1530,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,285,CON_285,Libya,,LIB,CON,Entity,Country/State,Libya,LBY,Libya is a Country/State in Africa. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1525,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,82,CON_82,Egypt,,EGY,CON,Entity,Country/State,Egypt,EGY,Egypt is a Country/State in Africa. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1528,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,346,IGO_346,League of Arab States,,LOAS,IGO,Entity,IGO,,,The League of Arab States is an IGO with affiliations to Regional Diplomatic IGOs (International Government Organizations). ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1527,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,10,CON_10,Netherlands,,NTH,CON,Entity,Country/State,Netherlands,NLD,Netherlands is a Country/State in Europe. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
