signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
1631,364.0,Declaration on the Rehabilitation and Reconstruction of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, partial, 23 October 1991",Declaration on the Rehabilitation and Reconstruction of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"This short agreement, one of the four agreements comprising the Paris accords, outlines principles for the rehabilitation and reconstruction of Cambodia.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,296.0,CON_296,Singapore,,Singapore,SIN,SIN,CON,Country/State,Singapore,SGP,702.0,830.0,SIN,SIN,830.0,Asia,153.0,Government of Singapore,Government of Singapore (1965-),Government of Singapore (1965-),Singapore | SINGAPORE | Republic Singapore | Singapore | Republic of Singapore,Singapore is a Country/State in Asia. ,https://www.peaceagreements.org/view/364,https://www.peaceagreements.org/viewmasterdocument/364,"<a href=""https://www.peaceagreements.org/view/364"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/364"" target=""_blank"">View agreement PDF</a>"
1626,364.0,Declaration on the Rehabilitation and Reconstruction of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, partial, 23 October 1991",Declaration on the Rehabilitation and Reconstruction of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"This short agreement, one of the four agreements comprising the Paris accords, outlines principles for the rehabilitation and reconstruction of Cambodia.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,70.0,CON_70,India,,India,IND,IND,CON,Country/State,India,IND,356.0,750.0,IND,IND,750.0,Asia,141.0,Government of India,Government of India (2014-),Government of India (2014-),India | INDIA | India | Republic India | India | Government India | Government India Ministry Home Affairs | Government Republic India | Indian,India is a Country/State in Asia. ,https://www.peaceagreements.org/view/364,https://www.peaceagreements.org/viewmasterdocument/364,"<a href=""https://www.peaceagreements.org/view/364"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/364"" target=""_blank"">View agreement PDF</a>"
1640,365.0,Decree of the President of the Russian Federation ('Yeltsin's Peace Plan'),"Pre-negotiation, 31 March 1996",Decree of the President of the Russian Federation ('Yeltsin's Peace Plan') (31 March 1996),"Initiative from Yeltsin with two main aspects, the gradual withdrawal of federal troops, and signals of a readiness to negotiate.  Loose process sketched out as including free and democratic elections in Republic; devolution of power; culmination in a treaty delimiting powers with the possibility of eventual resolution of Chechnya’s status.  At this time Yeltsin issued an order to the Russian military to cease offensive military operations.",Peace Agreement,93,Chechnya peace process,Russia/Chechnya,Intrastate,Pre-negotiation,1996-03-31 00:00:00,1996,3,31,March,party,21.0,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/365,https://www.peaceagreements.org/viewmasterdocument/365,"<a href=""https://www.peaceagreements.org/view/365"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/365"" target=""_blank"">View agreement PDF</a>"
1653,371.0,Draft Treaty on the Delimitation of Subjects of Jurisdiction and Powers between the Russian Federation Organs of State Power and the Chechen Republic Organs of State Power,"Pre-negotiation, 31 May 1996",Draft Treaty on the Delimitation of Subjects of Jurisdiction and Powers between the Russian Federation Organs of State Power and the Chechen Republic Organs of State Power (31 May 1996),"Provides for ‘the special status within the Russian Federation of the Chechen Republic as a sovereign, democratic, rule-of-law, social state’.  Provides for a delimitation of Russian and Chechen competencies.",Peace Agreement,93,Chechnya peace process,Russia/Chechnya,Intrastate,Pre-negotiation,1996-05-31 00:00:00,1996,5,31,May,party,275.0,ENT_275,Chechen Republic,,Chechen Republic,,Chechen Republic,ENT,Entity,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,,,,,,,"Chechen Republic is an entity, based in Russian Federation. ",https://www.peaceagreements.org/view/371,https://www.peaceagreements.org/viewmasterdocument/371,"<a href=""https://www.peaceagreements.org/view/371"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/371"" target=""_blank"">View agreement PDF</a>"
1652,371.0,Draft Treaty on the Delimitation of Subjects of Jurisdiction and Powers between the Russian Federation Organs of State Power and the Chechen Republic Organs of State Power,"Pre-negotiation, 31 May 1996",Draft Treaty on the Delimitation of Subjects of Jurisdiction and Powers between the Russian Federation Organs of State Power and the Chechen Republic Organs of State Power (31 May 1996),"Provides for ‘the special status within the Russian Federation of the Chechen Republic as a sovereign, democratic, rule-of-law, social state’.  Provides for a delimitation of Russian and Chechen competencies.",Peace Agreement,93,Chechnya peace process,Russia/Chechnya,Intrastate,Pre-negotiation,1996-05-31 00:00:00,1996,5,31,May,party,21.0,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/371,https://www.peaceagreements.org/viewmasterdocument/371,"<a href=""https://www.peaceagreements.org/view/371"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/371"" target=""_blank"">View agreement PDF</a>"
1695,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,292.0,CON_292,Brunei,,Brunei,BRU,BRU,CON,Country/State,Brunei Darussalam,BRN,96.0,835.0,BRU,BRU,835.0,Asia,,,Government of Brunei (1984-),Government of Brunei (1984-),Brunei | BRUNEI DARUSSALAM,Brunei is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1694,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,297.0,CON_297,Vietnam,,Vietnam,RVN,RVN,CON,Country/State,Viet Nam,VNM,704.0,817.0,RVN,RVN,816.0,Asia,150.0,Government of Vietnam (North Vietnam),Government of Vietnam (1976-),Government of Vietnam (1976-),"Vietnam, Republic of | VIETNAM | Socialist Republic of Vietnam | Socialist Republic Viet Nam | Socialist Republic Vietnam | Socialist Republic of Vietnam",Vietnam is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1693,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,3.0,CON_3,United States,,United States,USA,USA,CON,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1692,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,19.0,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1691,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,295.0,CON_295,Thailand,,Thailand,THI,THI,CON,Country/State,Thailand,THA,764.0,800.0,THI,THI,800.0,Asia,147.0,Government of Thailand,Government of Thailand (2019-),Government of Thailand (2008-2011) | Government of Thailand (2014-2019) | Government of Thailand (2019-),Thailand | THAILAND | Kingdom Thailand | Thailand,Thailand is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1690,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,296.0,CON_296,Singapore,,Singapore,SIN,SIN,CON,Country/State,Singapore,SGP,702.0,830.0,SIN,SIN,830.0,Asia,153.0,Government of Singapore,Government of Singapore (1965-),Government of Singapore (1965-),Singapore | SINGAPORE | Republic Singapore | Singapore | Republic of Singapore,Singapore is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1689,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,160.0,CON_160,Philippines,,Philippines,PHI,PHI,CON,Country/State,Philippines,PHL,608.0,840.0,PHI,PHI,840.0,Asia,154.0,Government of Philippines,Government of the Philippines (2016-),Government of the Philippines (2010-2016) | Government of the Philippines (2016-),Philippines | PHILIPPINES | Philippines | GOVERNMENT REPUBLIC PHILIPPINES | Government Republic Philippines | Government Republic Philippines Mohagher Iqbal | PHILIPPINES | GRP Panel Chair | GRP Panel Executive | GRP Panel Peace Talks | GRP Panelen ATTY | GRP Peace Panel | GRP Representative | GRP SCCH Chairman | GRP Secretariat Victor I. Erfe | GRP Sub - Committee Cessation Hostilities | GRP Sub - Committee Cessation Hostilities ( CCCH | GRP Sub - Committee Cessation Hostilities Chairperson | GRP Technical Comittee Chairperson | GRP Technical Committee | GRP Technical Committee Acting Chairperson | GRP Technical Committee Chairperson | GRP Technical Working Group | House Representatives GRP | GPH | Government Philippines - Coordinating Committee | GPH - CCCH,Philippines is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1688,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,12.0,CON_12,Malaysia,,Malaysia,MAL,MAL,CON,Country/State,Malaysia,MYS,458.0,820.0,MAL,MAL,820.0,Asia,152.0,Government of Malaysia,Government of Malaysia (2021-),Government of Malaysia (2020-2021) | Government of Malaysia (2021-),Malaysia | MALAYSIA | Malaysian Government,Malaysia is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1687,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,294.0,CON_294,Japan,,Japan,JPN,JPN,CON,Country/State,Japan,JPN,392.0,740.0,JPN,JPN,740.0,Asia,140.0,Government of Japan,Government of Japan (2012-),Government of Japan (2012-),Japan | JAPAN | JAPAN,Japan is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1680,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,49.0,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1686,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,162.0,CON_162,Indonesia,,Indonesia,INS,INS,CON,Country/State,Indonesia,IDN,360.0,850.0,INS,INS,850.0,Asia,155.0,Government of Indonesia,Government of Indonesia (2014-),Government of Indonesia (2014-),Indonesia | INDONESIA | Indonesia | Republic Indonesia | Republic lndonesia | Indonesia  | Indonesian Government,Indonesia is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1684,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,7.0,CON_7,France,,France,FRN,FRN,CON,Country/State,France,FRA,250.0,220.0,FRN,FRN,220.0,Europe,33.0,Government of France,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,France | FRANCE | France | FRANCE | French Republic | French Republic Mr | French Republic : | French Republic Representative | Permanent Representatives France | Republic France | Republic of France | French Republic | French Republic  Mr | French Republic,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1696,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,298.0,CON_298,Laos,,Laos,LAO,LAO,CON,Country/State,Lao People's Democratic Republic,LAO,418.0,812.0,LAO,LAO,812.0,Asia,149.0,Government of Laos,Government of Laos (1991-),Government of Laos (1991-),Laos | LAO PEOPLE'S DEMOCRATIC REPUBLIC,Laos is a Country/State in Asia. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
1682,378.0,Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Final Act of the Paris Conference on Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A summary document of the Paris conference process in which the parties agree the adoption of the comprehensive political settlement, agreement on sovereignty, and the agreement on rehabilitation and reconstruction. Other issues covered include prisoner release, respect for human rights, an enhanced role for the United Nations in the run up to general elections, and a request for international funds to support Cambodia's reconstruction.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,11.0,CON_11,Canada,,Canada,CAN,CAN,CON,Country/State,Canada,CAN,124.0,20.0,CAN,CAN,20.0,Americas,4.0,Government of Canada,Government of Canada (2015-),Government of Canada (2015-),Canada | CANADA | Canada | CANADA | Canada | Government Canada,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/378,https://www.peaceagreements.org/viewmasterdocument/378,"<a href=""https://www.peaceagreements.org/view/378"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/378"" target=""_blank"">View agreement PDF</a>"
