global_actor,signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
United Kingdom,930,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,294.0,CON_294,Japan,,Japan,JPN,JPN,CON,Country/State,Japan,JPN,392.0,740.0,JPN,JPN,740.0,Asia,140.0,Government of Japan,Government of Japan (2012-),Government of Japan (2012-),Japan | JAPAN | JAPAN,Japan is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,934,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,295.0,CON_295,Thailand,,Thailand,THI,THI,CON,Country/State,Thailand,THA,764.0,800.0,THI,THI,800.0,Asia,147.0,Government of Thailand,Government of Thailand (2019-),Government of Thailand (2008-2011) | Government of Thailand (2014-2019) | Government of Thailand (2019-),Thailand | THAILAND | Kingdom Thailand | Thailand,Thailand is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,932,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,160.0,CON_160,Philippines,,Philippines,PHI,PHI,CON,Country/State,Philippines,PHL,608.0,840.0,PHI,PHI,840.0,Asia,154.0,Government of Philippines,Government of the Philippines (2016-),Government of the Philippines (2010-2016) | Government of the Philippines (2016-),Philippines | PHILIPPINES | Philippines | GOVERNMENT REPUBLIC PHILIPPINES | Government Republic Philippines | Government Republic Philippines Mohagher Iqbal | PHILIPPINES | GRP Panel Chair | GRP Panel Executive | GRP Panel Peace Talks | GRP Panelen ATTY | GRP Peace Panel | GRP Representative | GRP SCCH Chairman | GRP Secretariat Victor I. Erfe | GRP Sub - Committee Cessation Hostilities | GRP Sub - Committee Cessation Hostilities ( CCCH | GRP Sub - Committee Cessation Hostilities Chairperson | GRP Technical Comittee Chairperson | GRP Technical Committee | GRP Technical Committee Acting Chairperson | GRP Technical Committee Chairperson | GRP Technical Working Group | House Representatives GRP | GPH | Government Philippines - Coordinating Committee | GPH - CCCH,Philippines is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,933,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,296.0,CON_296,Singapore,,Singapore,SIN,SIN,CON,Country/State,Singapore,SGP,702.0,830.0,SIN,SIN,830.0,Asia,153.0,Government of Singapore,Government of Singapore (1965-),Government of Singapore (1965-),Singapore | SINGAPORE | Republic Singapore | Singapore | Republic of Singapore,Singapore is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,931,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,12.0,CON_12,Malaysia,,Malaysia,MAL,MAL,CON,Country/State,Malaysia,MYS,458.0,820.0,MAL,MAL,820.0,Asia,152.0,Government of Malaysia,Government of Malaysia (2021-),Government of Malaysia (2020-2021) | Government of Malaysia (2021-),Malaysia | MALAYSIA | Malaysian Government,Malaysia is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,935,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,19.0,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,936,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,3.0,CON_3,United States,,United States,USA,USA,CON,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,937,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,297.0,CON_297,Vietnam,,Vietnam,RVN,RVN,CON,Country/State,Viet Nam,VNM,704.0,817.0,RVN,RVN,816.0,Asia,150.0,Government of Vietnam (North Vietnam),Government of Vietnam (1976-),Government of Vietnam (1976-),"Vietnam, Republic of | VIETNAM | Socialist Republic of Vietnam | Socialist Republic Viet Nam | Socialist Republic Vietnam | Socialist Republic of Vietnam",Vietnam is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,939,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,22.0,CON_22,Yugoslavia,,Yugoslavia,YUG,YUG,CON,Country/State,,YUG,,345.0,YUG,,,,,,,,Yugoslavia | YUGOSLAVIA | Federal Republic Yugoslavia | Medical Service Yugoslav People Ã¢â‚¬â„¢s Army | National Defence Government Socialist Federative Republic Yugoslavia | Socialist Federal Republic Yugoslavia | Socialist Federative Republic Yugoslavia | Yugoslav Army | Yugoslav People Army | Yugoslav Peoples Army | Yugoslav Republic Macedonia | Yugoslavia | SFRY | SFRY republics,,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,940,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,298.0,CON_298,Laos,,Laos,LAO,LAO,CON,Country/State,Lao People's Democratic Republic,LAO,418.0,812.0,LAO,LAO,812.0,Asia,149.0,Government of Laos,Government of Laos (1991-),Government of Laos (1991-),Laos | LAO PEOPLE'S DEMOCRATIC REPUBLIC,Laos is a Country/State in Asia. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,941,243.0,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, 23 October 1991","Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991)","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, partial",1991-10-23 00:00:00,1991,10,23,October,third party,21.0,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,"<a href=""https://www.peaceagreements.org/view/243"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/243"" target=""_blank"">View agreement PDF</a>"
United Kingdom,982,252.0,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A comprehensive agreement covering the political settlement of the Cambodian conflict. Issues covered include arrangements for the transitional period, the establishment of the United Nations Transitional Authority in Cambodia and the functions of the Supreme National Council; the withdrawal of foreign forces; ceasefire; elections; human rights; International Guarantees; Refugees and Displaced Persons; Prisoner Release; Principles of a New Constitution; and Rehabilitation and Reconstruction. ",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,297.0,CON_297,Vietnam,,Vietnam,RVN,RVN,CON,Country/State,Viet Nam,VNM,704.0,817.0,RVN,RVN,816.0,Asia,150.0,Government of Vietnam (North Vietnam),Government of Vietnam (1976-),Government of Vietnam (1976-),"Vietnam, Republic of | VIETNAM | Socialist Republic of Vietnam | Socialist Republic Viet Nam | Socialist Republic Vietnam | Socialist Republic of Vietnam",Vietnam is a Country/State in Asia. ,https://www.peaceagreements.org/view/252,https://www.peaceagreements.org/viewmasterdocument/252,"<a href=""https://www.peaceagreements.org/view/252"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/252"" target=""_blank"">View agreement PDF</a>"
United Kingdom,979,252.0,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A comprehensive agreement covering the political settlement of the Cambodian conflict. Issues covered include arrangements for the transitional period, the establishment of the United Nations Transitional Authority in Cambodia and the functions of the Supreme National Council; the withdrawal of foreign forces; ceasefire; elections; human rights; International Guarantees; Refugees and Displaced Persons; Prisoner Release; Principles of a New Constitution; and Rehabilitation and Reconstruction. ",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,295.0,CON_295,Thailand,,Thailand,THI,THI,CON,Country/State,Thailand,THA,764.0,800.0,THI,THI,800.0,Asia,147.0,Government of Thailand,Government of Thailand (2019-),Government of Thailand (2008-2011) | Government of Thailand (2014-2019) | Government of Thailand (2019-),Thailand | THAILAND | Kingdom Thailand | Thailand,Thailand is a Country/State in Asia. ,https://www.peaceagreements.org/view/252,https://www.peaceagreements.org/viewmasterdocument/252,"<a href=""https://www.peaceagreements.org/view/252"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/252"" target=""_blank"">View agreement PDF</a>"
United Kingdom,978,252.0,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A comprehensive agreement covering the political settlement of the Cambodian conflict. Issues covered include arrangements for the transitional period, the establishment of the United Nations Transitional Authority in Cambodia and the functions of the Supreme National Council; the withdrawal of foreign forces; ceasefire; elections; human rights; International Guarantees; Refugees and Displaced Persons; Prisoner Release; Principles of a New Constitution; and Rehabilitation and Reconstruction. ",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,296.0,CON_296,Singapore,,Singapore,SIN,SIN,CON,Country/State,Singapore,SGP,702.0,830.0,SIN,SIN,830.0,Asia,153.0,Government of Singapore,Government of Singapore (1965-),Government of Singapore (1965-),Singapore | SINGAPORE | Republic Singapore | Singapore | Republic of Singapore,Singapore is a Country/State in Asia. ,https://www.peaceagreements.org/view/252,https://www.peaceagreements.org/viewmasterdocument/252,"<a href=""https://www.peaceagreements.org/view/252"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/252"" target=""_blank"">View agreement PDF</a>"
United Kingdom,977,252.0,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A comprehensive agreement covering the political settlement of the Cambodian conflict. Issues covered include arrangements for the transitional period, the establishment of the United Nations Transitional Authority in Cambodia and the functions of the Supreme National Council; the withdrawal of foreign forces; ceasefire; elections; human rights; International Guarantees; Refugees and Displaced Persons; Prisoner Release; Principles of a New Constitution; and Rehabilitation and Reconstruction. ",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,160.0,CON_160,Philippines,,Philippines,PHI,PHI,CON,Country/State,Philippines,PHL,608.0,840.0,PHI,PHI,840.0,Asia,154.0,Government of Philippines,Government of the Philippines (2016-),Government of the Philippines (2010-2016) | Government of the Philippines (2016-),Philippines | PHILIPPINES | Philippines | GOVERNMENT REPUBLIC PHILIPPINES | Government Republic Philippines | Government Republic Philippines Mohagher Iqbal | PHILIPPINES | GRP Panel Chair | GRP Panel Executive | GRP Panel Peace Talks | GRP Panelen ATTY | GRP Peace Panel | GRP Representative | GRP SCCH Chairman | GRP Secretariat Victor I. Erfe | GRP Sub - Committee Cessation Hostilities | GRP Sub - Committee Cessation Hostilities ( CCCH | GRP Sub - Committee Cessation Hostilities Chairperson | GRP Technical Comittee Chairperson | GRP Technical Committee | GRP Technical Committee Acting Chairperson | GRP Technical Committee Chairperson | GRP Technical Working Group | House Representatives GRP | GPH | Government Philippines - Coordinating Committee | GPH - CCCH,Philippines is a Country/State in Asia. ,https://www.peaceagreements.org/view/252,https://www.peaceagreements.org/viewmasterdocument/252,"<a href=""https://www.peaceagreements.org/view/252"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/252"" target=""_blank"">View agreement PDF</a>"
United Kingdom,976,252.0,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A comprehensive agreement covering the political settlement of the Cambodian conflict. Issues covered include arrangements for the transitional period, the establishment of the United Nations Transitional Authority in Cambodia and the functions of the Supreme National Council; the withdrawal of foreign forces; ceasefire; elections; human rights; International Guarantees; Refugees and Displaced Persons; Prisoner Release; Principles of a New Constitution; and Rehabilitation and Reconstruction. ",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,12.0,CON_12,Malaysia,,Malaysia,MAL,MAL,CON,Country/State,Malaysia,MYS,458.0,820.0,MAL,MAL,820.0,Asia,152.0,Government of Malaysia,Government of Malaysia (2021-),Government of Malaysia (2020-2021) | Government of Malaysia (2021-),Malaysia | MALAYSIA | Malaysian Government,Malaysia is a Country/State in Asia. ,https://www.peaceagreements.org/view/252,https://www.peaceagreements.org/viewmasterdocument/252,"<a href=""https://www.peaceagreements.org/view/252"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/252"" target=""_blank"">View agreement PDF</a>"
United Kingdom,975,252.0,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),"Framework-substantive, comprehensive, 23 October 1991",Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords) (23 October 1991),"A comprehensive agreement covering the political settlement of the Cambodian conflict. Issues covered include arrangements for the transitional period, the establishment of the United Nations Transitional Authority in Cambodia and the functions of the Supreme National Council; the withdrawal of foreign forces; ceasefire; elections; human rights; International Guarantees; Refugees and Displaced Persons; Prisoner Release; Principles of a New Constitution; and Rehabilitation and Reconstruction. ",Peace Agreement,17,Cambodian peace process,Cambodia,Mixed,"Framework-substantive, comprehensive",1991-10-23 00:00:00,1991,10,23,October,third party,294.0,CON_294,Japan,,Japan,JPN,JPN,CON,Country/State,Japan,JPN,392.0,740.0,JPN,JPN,740.0,Asia,140.0,Government of Japan,Government of Japan (2012-),Government of Japan (2012-),Japan | JAPAN | JAPAN,Japan is a Country/State in Asia. ,https://www.peaceagreements.org/view/252,https://www.peaceagreements.org/viewmasterdocument/252,"<a href=""https://www.peaceagreements.org/view/252"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/252"" target=""_blank"">View agreement PDF</a>"
