actor_id,id_paax,actor_name,actor_type,actor_iso3c,sub_type,cs_type,abbreviation,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,acled_name,acled_other
1058,ARM_1058,National Alliance of the Resistance,Armed Organization,TCD,,,ANR,Chad,483.0,Africa,,,,,,,,,
1059,ARM_1059,Movement for the Renaissance of Chad,Armed Organization,TCD,,,MRT,Chad,483.0,Africa,,,,,,,,,
1060,ARM_1060,Chadian Movement for the National Good,Armed Organization,TCD,,,MSNT,Chad,483.0,Africa,,,,,,,,,
1061,ARM_1061,Movement of Action and Renaissance,Armed Organization,TCD,,,MAR,Chad,483.0,Africa,,,,,,,,,
1062,ARM_1062,People's Army for Liberation of Chad,Armed Organization,TCD,,,APLT,Chad,483.0,Africa,,,,,,,,,
1063,ARM_1063,Chadian Action for Unity and Socialism – Popular and Ecologic Revolution Party,Armed Organization,TCD,,,Actus-Prpe,Chad,483.0,Africa,,,,,,,,,
1064,ARM_1064,National Alliance for the Unity and Change,Armed Organization,TCD,,,ANUC,Chad,483.0,Africa,,,,,,,,,
1065,ARM_1065,Democratic and Popular National Assembly,Armed Organization,TCD,,,RNDP,Chad,483.0,Africa,,,,,,,,,
1066,ARM_1066,People's Front for the Liberation of the South of Chad,Armed Organization,TCD,,,,Chad,483.0,Africa,,,,,,,,,
1067,ARM_1067,Political-military Coordination of Revolutionary Democratic Councils,Armed Organization,TCD,,,CPM/CDR,Chad,483.0,Africa,,,,,,,,,
1068,ARM_1068,National Movement for the Democratic Change,Armed Organization,TCD,,,,Chad,483.0,Africa,,,,,,,,,
1069,ARM_1069,Chadian National Amity,Armed Organization,TCD,,,,Chad,483.0,Africa,,,,,,,,,
1070,IGO_1070,Lake Chad Basin Commission,Intergovernmental Organization,,Regional,,CBLT,,,Africa,,,1.0,,,,,,
1139,IGO_1139,South Asian Association for Regional Cooperation,Intergovernmental Organization,,Regional,,SAARC,,,Asia,,,1.0,,,,,,
1383,NGO_1383,Afghanistan Independent Human Rights Commission,Civil Society,AFG,Non-governmental Organization,Other,AIHRC,Afghanistan,700.0,Asia,,,,1.0,,,,,
1384,OTH_1384,Loya Jirga,Other,AFG,,,,Afghanistan,700.0,Asia,,,,,,,,,
