AgtId,has_third_party,IGO,EU,regional,org_region,UN,UN Office,UN Mission,UNSC,P5,United States,France,United Kingdom,China,Russia,all_P5,Con,Contp,PP,PPName,Reg,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
1351,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,1,Certification (Renewal of the International Monitoring Team mandate),2015-05-31,Multiparty signed/agreed,1,469,Intra,Ren,Reimp,"Prof. Miriam Cornoel-Ferrer, GPH Panel Chair; 
Mohagher Iqbal, MILF Panel Chair","Witnessed by: Tengku Dato' Ab Ghafar Tengku Mohamed, Malaysian Facilitator",,PHL,,840.0,,308.0,,,926,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1352,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,1,Certification (Renewal of Ad Hoc Joint Action Group mandate),2015-05-31,Multiparty signed/agreed,1,431,Intra,Ren,Repre,"Prof. Miriam Coronel-Ferrer, GPH Panel Chair; 
Mohagher Iqbal, MILF Panel Chair","Signed in the presence of: Tengku Dato' Ab Ghafar Tengku Mohamed, Malaysian Facilitator",,PHL,,840.0,,308.0,,,926,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1353,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,1,The Task Force for Decommissioned Combatants and their Communities and its Terms of Reference,2015-06-02,Multiparty signed/agreed,3,3859,Intra,Imp,ImpMod,"Prof. Miriam Coronel-Ferrer, GPH Panel Chair; 
Mohagher Iqbal, MILF Panel Chair","Signed in the presence of: Tengku Dato' Ab Ghafar Tengku Mohamed, Malaysian Facilitator",The Comprehensive Agreement on the Bangsamoro; Terms of Reference of the Joint Normalization Committee,PHL,,840.0,,308.0,,,926,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1354,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,1,Implementing Guidelines of Joint Communique of 6 May 2002,2011-02-10,Multiparty signed/agreed,4,6546,Intra,Ren,Repre,"Marvic M.V.F. Leonen, GPH Panel Chairman; Mohagher Iqbal, MILF Panel Chairman","Signed in the presence of: Datuk Othman Bin Abd Razak, Malaysian Facilitator",Agreement for General Cessation of Hostilities (18/07/1997); Implementing Administrative Guidelines (12/09/1997); Implementing Operational Guidelines (14/11/1997); Agreement on Peace (22/06/2001); Implementing Guidelines on the Security Aspect of the GPH-MILF Tripoli Agreement (07/08/2001); Joint Communique (06/05/2002),PHL,,840.0,,308.0,,,926,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1355,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,1,Protocol on the Implementation of the Terms of Reference (TOR) of the Independent Decommissioning Body (IDB),2015-01-29,Multiparty signed/agreed,10,18303,Intra,Imp,ImpMod,"For the GPH: Professor Miriam Coronel-Ferrer, GPH Panel Chair; For the MILF: Mohagher Iqbal, MILF Panel Chair","Signed in the presence of: H.E. Haydar Berk, IDB Chair; Tengku Dato' Ab Ghafar Tengku Mohamed, Malaysian Facilitator",Comprehensive Agreement on the Bangsamoro; Annex on Normalization; Terms of Reference for the Independent Decommissioning Body (IDB); Framework Agreement on the Bangsamoro,PHL,,840.0,,308.0,,,926,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,3,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1357,1,1,1,1,"Africa, Europe",1,1,0,0,1,1,0,1,1,0,0,South Sudan,Government,107,South Sudan post-secession process,Africa (excl MENA),1,Agreement on the Resolution of the Conflict in the Republic of South Sudan (ARCSS),2015-08-17,Multiparty signed/agreed,75,57877,Intra,SubComp,FrAg,"I) THE PARTIES:
H. E. Salva Kiir Mayardit, President of the Republic of South Sudan, Commander–in-Chief of the NDFSS; H. E. Dr. Riek Machar Teny, Chairman and Commander-in-Chief, SPLM/SPLA-IO; Pagan Okech Amum, For the Former Detainees ; [unknown], For the Political Parties of South Sudan

II) STAKEHOLDERS:
Alokiir Malual Aguer, Representative of Civil Society of South Sudan; Bishop Enock Tombe Loro, For the Faith Based Leaders of South Sudan; Amer Manyok Deng, Representative of Women’s Bloc of South Sudan; [Unknown], Representative of Eminent Personalities","Guarantors:
IGAD Heads of State and Government
H. E. Hailemariam Dessalegn, Prime Minister of the Federal Democratic Republic of Ethiopia and Chair of IGAD; H.E. Yoweri Museveni, President of the Republic of Uganda; H.E. Omar Hassan al-Bashir, President of the Republic of Sudan; H.E. Ismaïl Omar Guelleh, President of the Republic of Djibouti; H.E. Hassan Sheikh Mahmud, President of the Federal Government of Somalia; H.E. Uhuru Kenyatta, President of the Republic of Kenya; Rapporteur of IGAD

African Union –High Level Ad hoc Committee for South Sudan & African Union
Comission;
For the People’s Democratic Republic of Algeria; For the Republic of Chad; For the Federal Republic of Nigeria; For the Republic of Rwanda; For the Republic of South Africa; Chairperson of the AU Commission

For the IGAD led Mediation:
Amb. Seyoum Mesfin; Gen. Lazarus Sumbeiywo; Amb. Gen. Mohamed Ahmed El-Dabi

International Partners as Witnesses:
Representative of the People’s Republic of China; Representative of the Kingdom of Norway; Representative of the United Kingdom; Representative of the United States of America; Representative of the United Nations; Representative of the European Union; Representative of the IGAD Partners Forum (IPF)",Cessation of Hostilities (CoH) Agreement of 23rd January 2014; 9th May 2014 Agreement to Resolve the Crisis in South Sudan; the 1st February 2015 Areas of Agreement on the Establishment of the Transitional Government of National Unity in the Republic of South Sudan; Transitional Constitution (TCRSS);,SSD,,626.0,,11345.0,29,,,Yes,3,1,0,1,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,0,3,0,1,1,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,3,3,2,0,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,3,1,0,0,3,1,1,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,1,1,0,0,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,2,1,1,1,1,1,1,3,3,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,3,1,0,2,3,3,0,1,0,1,0,3,0,0,0,1,2,0,0,1,1,2,0,1,2,2,2,2,0,2,0,1,3,0,0,0,1,1,1
1362,1,1,0,1,Europe,0,0,0,0,1,0,0,0,0,1,0,Ukraine,Government/territory,121,Ukraine peace process,Europe and Eurasia,1,Memorandum of 19 September 2014 (Memorandum on Implementation),2014-09-19,Multiparty signed/agreed,1,3516,Intra,Cea,Ceas,"Second President of Ukraine Leonid D. Kuchma; Ambassador of Russian Federation to Ukraine, Mikhail Y. Zurabov; Aleksander V. Zakharchenko, chairman of the Donetsk People's Republic; Igor.V. Plotnitskiy",OSCE Ambassador Heidi Tagliavini;,"onsultations of the trilateral contact group on joint steps towards implementation of the peace plan of Ukrainian President Petro Poroshenko and initiatives of Russian President Vladimir Putin (in Minsk, Belarus, on Sept. 5);",UKR,,369.0,,13306.0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1363,1,1,0,1,Europe,0,0,0,0,1,0,0,0,0,1,0,Ukraine,Government/territory,121,Ukraine peace process,Europe and Eurasia,1,"Protocol on the results of consultations of the Trilateral Contact Group
with respect to the joint steps aimed at the implementation of the Peace Plan
of the President of Ukraine, P. Poroshenko,and the initiatives of the President of Russia, V. Putin (Minsk Protocol, or Minsk I Agreement)",2014-09-05,Multiparty signed/agreed,1,2478,Intra,SubPar,MultIss,"Second President of Ukraine, L.D. Kuchma; Ambassador of the Russian Federation in Ukraine, M.Y. Zurabov; A.V. Zakharchenko; I.V. Plotnitskiy",Heidi Tagliavini OSCE Ambassador,,UKR,,369.0,,13306.0,1536,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1364,1,1,0,1,Europe,0,0,0,0,1,0,0,0,0,1,0,Ukraine,Government/territory,121,Ukraine peace process,Europe and Eurasia,1,Package of Measures for the Implementation of the Minsk Agreements (Minsk II),2015-02-12,Multiparty signed/agreed,3,6648,Intra,Imp,ImpMod,"Second President of Ukraine, L. D. Kuchma
Ambassador of the Russian Federation to Ukraine, M. Yu. Zurabov A.W. Zakharchenko
I.W. Plotnitski",Ambassador Heidi Tagliavini,,UKR,,369.0,,13306.0,1537,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1366,1,1,1,1,"Africa, Europe",1,1,1,0,1,1,1,0,0,0,0,Mali/(Azawad),Government/territory,74,Mali-Azawad Inter-Azawad peace process,Africa (excl MENA),1,Relevé de Conclusions des Consultations Préparatoires a la mise en œuvre de l'Accord pour la Paix et la Reconciliation au Mali Issu du Procesus d'Alger,2015-06-05,Multiparty signed/agreed,3,7888,Intra,Pre,PreMix,"(Signed)
Pour le Gouvernement de la République du Mali
S.E.M. Abdoulaye DIOP,
Ministre des Affaires Etrangères,
de l'Intégration Africaine et de la Coopération Internationale

(Signed)
Pour la Coordination des Mouvement de l'Azawad (CMA)
M. Sidi Brahim Ould Sidatt","Pour la Médiation

(Signed)
Pour la République Algérienne Démocratique et Populaire, Chef de file de la Médiation
S.E.M. Ramtane LAMAMRA,
Ministre d'Etat, Ministre des Affaires Etrangères et de la Coopération Internationale

(Signed)
Pour l'Organisation des Nations Unies/Mission Multidimensionnelle intégrée des Nations Unies pour la Stabilisation du Mali
S.E.M. Mongi HAMDI,
Représentant spécial du Secrétaire Général des Nations Unies
Chef de la MINUSMA

(Signed)
Pour l'Union Africaine
Dr Issaka Souaré

(Signed)
Pour l'Organisations de la Coopération Islamique
M. Djibril Bassolé
Envoyé spécial de l'OCC pour le Mali et le Sahel

(Signed)
Pour l'Union Européenne
M. Frédéric MATHIEU

(Signed)
Pour le Burkina Faso
M. Dominique DJINDJERE,
Ambassadeur du Burkina Faso en Algérie

(Signed)
Pour la République Islamique de Mauritanie
M. Ould Mogueya BOULLAH
Ambassadeur de la République Islamique de Mauritanie en Algérie

(Signed)
Pour la République du Niger
M. El Hadj Mahamidou Yahaya
Ambassadeur de la République du Niger en Algérie

(Signed)
Pour la République Fédérale de Nigeria
M. Iliya Ali Duniya Nuhu
Ambassadeur de la République Fédérale de Nigeria au Mali

(Signed)
Pour la République du Tchad
S.E.M. Saleh Hamid HEGUERA
Ambassadeur de la République du Tchad en Algérie

Etaient présents

(Signed)
La République Francaise
M. Jean Christophe BELLIARD
Directeur d'Afrique et de l'Océan Indien

(Signed)
Les Etats-Unis d'Amérique
Mme. Joan A. Polaschik
Ambassadeur des Etats-Unis en Algérie",,MLI,,432.0,,372.0,1517,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1367,1,1,1,1,"Africa, Europe",1,1,1,0,1,1,1,0,0,0,0,Mali/(Azawad),Government/territory,74,Mali-Azawad Inter-Azawad peace process,Africa (excl MENA),1,Arrangement sécuritaire pour une cessation des hostilités,2015-06-05,Multiparty signed/agreed,2,2631,Intra,Cea,Ceas,"(Signed)
Pour le Gouvernement de la République du Mali
S.E.M. Abdoulaye DIOP
Ministre des Affaires Etrangères,
de l'intégration Africaine et de la Coopération Internationale

(Signed)
Pour la Coordination des Mouvement de l'Azawad (CMA)
M. Sidi Brahim Ould Sidatt","Pour la Médiation

(Signed)
Pour la République Algérienne Démocratique, Chef de la Médiation
S.E.M. Ramtane LAMAMRA,
Ministre d'Etat, Ministre des Affaires Etrangères et de la Coopération Internationale

(Signed)
Pour l'Organisation des Nations Unies/Mission Multidimensionnelle Intégrée des Nations Unies pour la Stabilisation du Mali
S.E.M. Mongi HAMDI,
Représentant spécial du Secrétaire Général des Nations Unies
Chef de la MINUSMA

(Signed)
Pour l'Union Africaine
Dr Issaka Souaré

(Signed)
Pour l'Organisation de la Coopération Islamique
M. Djibril Bassolé,
Envoyé spécial de l'OCI pour le Mali et la Sahel

(Signed)
Pour l'Union Européenne
M. Frédéric MATHIEU

(Signed)
Pour le Burkina Faso
M. Dominique DJINDJERE,
Ambassadeur du Burkina Faso en Algérie

(Signed)
Pour la République Islamique de Mauritanie
M. Ould Mogueya BOULLAH
Ambassadeur de la République Islamique de Mauritanie en Algérie

(Signed)
Pour la République du Niger
M. El Hadj Mahamidou Yahaya
Ambassadeur de la République du Niger en Algérie

(Signed)
Pour la République Fédérale de Nigeria
M. Iliya Ali Duniya Nuhu
Ambassadeur de la République Fédérale de Nigeria au Mali

(Signed)
Pour la République du Tchad
S.E.M. Saleh Hamid HEGUERA
Ambassadeur de la République du Tchad en Algérie

Etaient présents

(Signed)
La République Francaise
M. Jean Christophe BELLIARD
Directeur d'Afrique et de l'Océan Indien

(Signed)
Les Etats-Unis d'Amérique
Mme. Joan A. Polaschik
Ambassadeur des Etats-Unis en Algérie","Page 1, Noting:
[...]
-	The obligation to respect previous commitments to cease hostilities in order to complete the peace and reconciliation process in Mali, under the Ceasefire Agreement of May 23, 2014, and its implementation measures , the Declaration  of Cessation of Hostilities  of July 24, 2014, and the Declaration of the Parties to the Algiers Process of February 19, 2015;
-	The obligation to strictly respect the provisions of resolution 2164 concerning the MINUSMA mandate and its rules of engagement;
[...]
The parties undertake to observe and implement the following measures:

-	All parties shall respect their previous commitments to cease all hostilities, made under the Ceasefire Agreement of May 23, 2014, and its implementation measures, the Declaration  of Cessation of Hostilities of July 24, 2014, and the Declaration of the Parties to the Algiers Process of February 19, 2015;
[...]",MLI,,432.0,,372.0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
