actor_id,id_paax,actor_name,actor_type,actor_iso3c,sub_type,cs_type,abbreviation,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,acled_name,acled_other
329,POL_329,Alliance of the Valiant,Political Party,BDI,,,AV-INTWARI,Burundi,516.0,Africa,,,,,,,,,
330,POL_330,Palipehutu,Political Party,BDI,,,,Burundi,516.0,Africa,,,,,,,,,
331,POL_331,People's Reconciliation Party,Political Party,BDI,,,PRP,Burundi,516.0,Africa,,,,,,,,,
332,POL_332,Party for National Recovery,Political Party,BDI,,,PARENA,Burundi,516.0,Africa,,,,,,,,,
333,ARM_333,National Liberation Front,Armed Organization,BDI,,,FROLINA,Burundi,516.0,Africa,,,,,,433.0,Frolina,FROLINA: National Liberation Front,
334,POL_334,Burundo-African Alliance for Salvation,Political Party,BDI,,,ABASA,Burundi,516.0,Africa,,,,,,,,,
335,CON_335,Zambia,Country/State,ZMB,,,,Zambia,551.0,Africa,,,,,,3986.0,Government of Zambia,Government of Zambia (2021-),Government of Zambia (2011-2021) | Government of Zambia (2021-)
336,ARM_336,National Council for the Defense of Democracy,Armed Organization,BDI,,,CNDD,Burundi,516.0,Africa,,,,,,431.0,CNDD,CNDD: National Council for Democracy and Development,
337,NGO_337,Mwalimu Nyerere Foundation,Civil Society,,Non-governmental Organization,Other,,,,,,1.0,,1.0,,,,,
338,IGO_338,La Francophonie,Intergovernmental Organization,,,,OIF,,,,,1.0,,,,,,,
339,CON_339,Rwanda,Country/State,RWA,,,,Rwanda,517.0,Africa,,,,,,94.0,Government of Rwanda,Government of Rwanda (1994-),
340,OTH_340,National Reconciliation Commission,Other,GTM,,,,Guatemala,90.0,Americas,,,,1.0,,,,,
341,ENT_341,Bougainville Interim Provincial Government,Entity,PNG,,,,Papua New Guinea,910.0,Oceania,,,,,,,,,
342,POL_342,Bougainville Peoples Congress,Political Party,PNG,,,,Papua New Guinea,910.0,Oceania,,,,,,,,,
343,ARM_343,Bougainville Resistance Forces,Armed Organization,PNG,,,,Papua New Guinea,910.0,Oceania,,,,,,,,,
344,NGO_344,Bougainville Women,Civil Society,PNG,Non-governmental Organization,Women,,Papua New Guinea,910.0,Oceania,,,,1.0,1.0,,,,
345,ENT_345,Bougainville Transitional Government,Entity,PNG,,,,Papua New Guinea,910.0,Oceania,,,,,,,,,
346,IGO_346,League of Arab States,Intergovernmental Organization,,Regional,,LOAS,,,Africa,,,1.0,,,,,,
347,IGO_347,Nonaligned Movement,Intergovernmental Organization,,,,NAM,,,,,1.0,,,,,,,
348,CON_348,Serbia,Country/State,SRB,,,,Serbia,340.0,Europe,,,,,,49.0,Government of Serbia (Yugoslavia),Government of Serbia (2017-),
349,IGO_349,Southern African Development Community,Intergovernmental Organization,,Regional,,SADC,,,Africa,,,1.0,,,,,,
350,CON_350,Zimbabwe,Country/State,ZWE,,,,Zimbabwe,552.0,Africa,,,,,,101.0,Government of Zimbabwe (Rhodesia),Government of Zimbabwe (2017-),
351,ARM_351,National Council for the Defense of Democracy–Forces for the Defense of Democracy,Armed Organization,BDI,,,CNDD-FDD,Burundi,516.0,Africa,,,,,,434.0,CNDD-FDD ,CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,
352,IGO_352,Community of Portuguese-Speaking Countries,Intergovernmental Organization,,,,CPLP,,,,,1.0,,,,,,,
353,CON_353,São Tomé and Príncipe,Country/State,STP,,,,Sao Tome and Principe,403.0,Africa,,,,,,,,,
354,CON_354,Cape Verde,Country/State,CPV,,,,Cabo Verde,402.0,Africa,,,,,,,,Government of Cape Verde (2021-),
355,IGO_355,United Nations Protection Force (UNPROFOR),Intergovernmental Organization,,,,UNPROFOR,,,,UN Mission,1.0,,,,,,,
356,ENT_356,Bougainville,Entity,PNG,,,,Papua New Guinea,910.0,Oceania,,,,,,,,,
357,ARM_357,Armed Forces Revolutionary Council,Armed Organization,SLE,,,AFRC,Sierra Leone,451.0,Africa,,,,,,533.0,AFRC,AFRC: Armed Forces Revolutionary Council,
358,CON_358,Somalia,Country/State,SOM,,,,Somalia,520.0,Africa,,,,,,95.0,Government of Somalia,Government of Somalia (2017-),Government of Somalia (2004-2012) | Government of Somalia (2012-2017) | Government of Somalia (2017-) | Government of Somalia (2017-) Galmudug Administration | Government of Somalia (2017-) Puntland State | Government of Somaliland (2010-)
359,ARM_359,Islamic Courts Union,Armed Organization,SOM,,,ICU,Somalia,520.0,Africa,,,,,,505.0,ARS/UIC,ICU: Islamic Courts Union,
360,OTH_360,Political and Diplomatic Commission,Other,GTM,,,,Guatemala,90.0,Americas,,,,1.0,,,,,
361,ARM_361,Palipehutu-FNL,Armed Organization,BDI,,,FNL,Burundi,516.0,Africa,,,,,,432.0,Palipehutu-FNL,PALIPEHUTU-FNL: National Forces for Liberation-Party for the Liberation of the Hutu People,
362,POL_362,Liberia National Union,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
363,POL_363,Equal Rights Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
364,POL_364,United People's Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
365,POL_365,True Whig Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
366,POL_366,All-Liberian Coalition Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
367,POL_367,Reformation Alliance Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
368,POL_368,Progressive Peoples Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
369,POL_369,National Reform Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
370,POL_370,Free Democracy Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
371,OTH_371,Inter-religious Council for Liberia,Civil Society,LBR,Religious,,,Liberia,450.0,Africa,,,,1.0,,,,,
372,OTH_372,Mano River Women Peace Network,Civil Society,LBR,Non-governmental Organization,Women,,Liberia,450.0,Africa,,,,1.0,1.0,,,,
373,POL_373,New Deal Movement,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
374,POL_374,National Democratic Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
375,OTH_375,Liberia Leadership Forum,Other,LBR,,,,Liberia,450.0,Africa,,,,1.0,,,,,
376,POL_376,Liberian Action Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
377,NGO_377,Civil Society,Civil Society,LBR,Non-governmental Organization,Other,,Liberia,450.0,Africa,,,,1.0,,,,,
378,POL_378,People's Democratic Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
379,POL_379,National Patriotic Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
380,POL_380,Unity Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,300.0,Hizb-i Wahdat,,
381,POL_381,Liberians People's Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
382,POL_382,Labor Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
383,POL_383,Liberia Unification Party,Political Party,LBR,,,,Liberia,450.0,Africa,,,,,,,,,
384,OTH_384,Liberian Bar Association,Civil Society,LBR,Non-governmental Organization,Other,,Liberia,450.0,Africa,,,,1.0,,,,,
385,OTH_385,Liberians in Diaspora,Civil Society,LBR,Non-governmental Organization,Other,,Liberia,450.0,Africa,,1.0,,1.0,,,,,
386,IGO_386,UN Secretary General,Intergovernmental Organization,,,,UNSG,,,,United Nations,1.0,,,,,,,
387,CON_387,Mauritania,Country/State,MRT,,,,Mauritania,435.0,Africa,,,,,,74.0,Government of Mauritania,,
388,NGO_388,Shi'a,Civil Society, ,Communities and tribes,,,Kurdistan,,Europe,,,,1.0,,,,,
389,NGO_389,Sunni,Civil Society, ,Communities and tribes,,,Kurdistan,,Europe,,,,1.0,,,,,
390,NGO_390,Turkmen,Civil Society, ,Communities and tribes,,,Kurdistan,,Europe,,,,1.0,,,,,
391,IGO_391,United Nations Secretariat,Intergovernmental Organization,,,,UN Secretariat,,,,United Nations,1.0,,,,,,,
392,CON_392,Malawi,Country/State,MWI,,,,Malawi,553.0,Africa,,,,,,3912.0,Government of Malawi,Government of Malawi (2014-),
393,ARM_393,Somalia Reconciliation and Restoration Council,Armed Organization,SOM,,,SRRC,Somalia,520.0,Africa,,,,,,504.0,SRRC,SRRC: Somalia Reconciliation and Restoration Council,
394,CON_394,Romania,Country/State,ROU,,,,Romania,360.0,Europe,,,,,,56.0,Government of Romania,Government of Romania (2021-),Government of Romania (2019-2020) | Government of Romania (2020-2021) | Government of Romania (2021-) | Government of Romania (2016-2019)
395,CON_395,Pakistan,Country/State,PAK,,,,Pakistan,770.0,Asia,,,,,,142.0,Government of Pakistan,Government of Pakistan (2018-2022),Government of Pakistan (2008-2013) | Government of Pakistan (2013-2018) | Government of Pakistan (2018-2022)
396,POL_396,Democratic Party of Ivory Coast,Political Party,CIV,,,PDCI,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
397,CON_397,Nicaragua,Country/State,NIC,,,,Nicaragua,93.0,Americas,,,,,,14.0,Government of Nicaragua,Government of Nicaragua (2007-),
398,OTH_398,East Timor Police Force,Other,TLS,,,,Timor-Leste,860.0,Asia,,,,1.0,,,,,
399,CON_399,East Timor,Country/State,TLS,,,,Timor-Leste,860.0,Asia,,,,,,,,Government of East Timor (2018-),
400,ARM_400,National Congress for Timorese Reconstruction,Armed Organization,TLS,,,CRNT,Timor-Leste,860.0,Asia,,,,,,,,,
401,POL_401,Pro-Integration Party,Political Party,TLS,,,,Timor-Leste,860.0,Asia,,,,,,,,,
402,ARM_402,Eastern Front,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,Eastern Front,
403,POL_403,Democratic Party of Albanians,Political Party,ALB,,,,Albania,339.0,Europe,,,,,,,,,
404,POL_404,Social Democratic Union of Macedonia,Political Party,MKD,,,,North Macedonia,343.0,Europe,,,,,,,,,
405,IGO_405,United Nations Mission in Bosnia and Herzegovina (UNMIBH),Intergovernmental Organization,,,,UNMIBH,,,,UN Mission,1.0,,,,,,,
406,IGO_406,North Atlantic Treaty Organization,Intergovernmental Organization,,,,NATO,,,,,1.0,,,,,,,
407,ARM_407,Mai Mai,Armed Organization,COD,,,,"Congo, Democratic Republic of the",490.0,Africa,,,,,,648.0,Mayi Mayi,Mayi Mayi Militia (Reunion-FPLC: Popular Forces for the Defence of Congo),
408,ARM_408,National Resistance Army,Armed Organization,UGA,,,NRA,Uganda,500.0,Africa,,,,,,481.0,NRA,,
409,ENT_409,Guadalcanal Province,Entity,SLB,,,,Solomon Islands,940.0,Oceania,,,,,,,,,
410,IGO_410,Commonwealth of Nations,Intergovernmental Organization,,,,Commonwealth,,,,,1.0,,,,,,,
411,ENT_411,Choiseul Province,Entity,SLB,,,,Solomon Islands,940.0,Oceania,,,,,,,,,
412,ENT_412,Central Islands Province,Entity,SLB,,,,Solomon Islands,940.0,Oceania,,,,,,,,,
413,ENT_413,Malaita Province,Entity,SLB,,,,Solomon Islands,940.0,Oceania,,,,,,,,,
414,ARM_414,Congolese Rally for Democracy-Liberation Movement,Armed Organization,COD,,,RCD-ML,"Congo, Democratic Republic of the",490.0,Africa,,,,,,425.0,RCD-ML ,RCD-K-ML: Rally for Congolese Democracy-Kisangani-Liberation Movement,
415,ARM_415,Congolese Rally for Democracy-National,Armed Organization,COD,,,RCD-N,"Congo, Democratic Republic of the",490.0,Africa,,,,,,653.0,RCD-N,,RCD: Rally for Congolese Democracy
416,NGO_416,Forces Vives of the Nation ,Civil Society,COD,Non-governmental Organization,Other,,"Congo, Democratic Republic of the",490.0,Africa,,,,1.0,,,,,
418,ENT_418,Kosovo,Entity, ,,,,Kosovo,347.0,Europe,,,,,,,,,
419,CON_419,Saudi Arabia,Country/State,SAU,,,,Saudi Arabia,670.0,Asia,,,,,,122.0,Government of Saudi Arabia,Government of Saudi Arabia (2015-),
420,MIL_420,Armed Forces of Côte d’Ivoire,Military,CIV,,,,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,Military Forces of the Ivory Coast (2011-),Military Forces of the Ivory Coast (1993-1999) | Military Forces of the Ivory Coast (2000-2011) | Military Forces of the Ivory Coast (2011-) Fire Fighter Corps | Military Forces of the Ivory Coast (2011-) Gendarmerie | Military Forces of the Ivory Coast (2011-) Presidential Security Unit | Military Forces of the Ivory Coast (2011-) Special Forces
422,POL_422,Movement for the Liberation of the Central African People,Political Party,CAF,,,MLPC,Central African Republic,482.0,Africa,,,,,,,,,
423,NGO_423,OFCA,Civil Society,CAF,Non-governmental Organization,Women,,Central African Republic,482.0,Africa,,,,1.0,1.0,,,,
424,POL_424,Movement for Democracy and Development,Political Party,CAF,,,,Central African Republic,482.0,Africa,,,,,,446.0,MDD,,
425,NGO_425,Trade Unions,Civil Society,CAF,Unions,,,Central African Republic,482.0,Africa,,,,1.0,,,,,
426,POL_426,Alliance for Democracy and Progress,Political Party,CAF,,,,Central African Republic,482.0,Africa,,,,,,,,,
427,POL_427,Civic Forum,Political Party,CAF,,,,Central African Republic,482.0,Africa,,,,,,,,,
428,NGO_428,FNEC,Civil Society,CAF,Non-governmental Organization,Other,,Central African Republic,482.0,Africa,,,,1.0,,,,,
429,NGO_429,KOLI-OUALI GALA,Civil Society,CAF,Non-governmental Organization,Other,,Central African Republic,482.0,Africa,,,,1.0,,,,,
430,MIL_430,Armed Forces of Central African Republic,Military,CAF,,,,Central African Republic,482.0,Africa,,,,,,,,Military Forces of the Central African Republic (2016-),Military Forces of the Central African Republic (2003-2013) |  Military Forces of the Central African Republic (2014-2016)
431,POL_431,Political Parties,Political Party,CAF,,,,Central African Republic,482.0,Africa,,,,,,,,,
432,POL_432,Patritotic Front for Progress,Political Party,CAF,,,,Central African Republic,482.0,Africa,,,,,,,,,
433,NGO_433,Central African Islamic community,Civil Society,,Religious,,,,,,,,,,,,,,
434,NGO_434,Evangelical Baptist Church in the Central African Republic,Civil Society,CAF,Religious,,,Central African Republic,482.0,Africa,,,,1.0,,,,,
435,ARM_435,Rwandan Patriotic Front,Armed Organization,RWA,,,FPR,Rwanda,517.0,Africa,,,,,,527.0,FPR,,
436,IGO_436,European Commission,Intergovernmental Organization,,Regional,,EU Commission,,,Europe,,,1.0,,,,,,
437,IGO_437,World Bank,Intergovernmental Organization,,,,WB,,,,,1.0,,,,,,,
438,IGO_438,International Monetary Fund,Intergovernmental Organization,,,,IMF,,,,,1.0,,,,,,,
439,IGO_439,African Development Bank,Intergovernmental Organization,,Regional,,AFDB,,,Africa,,,1.0,,,,,,
440,IGO_440,United Nations Human Rights Council,Intergovernmental Organization,,,,UNHRC,,,,United Nations,1.0,,,,,,,
441,CON_441,Belgium,Country/State,BEL,,,,Belgium,211.0,Europe,,,,,,31.0,Government of Belgium,Government of Belgium (2019-2020),
442,POL_442,Harkat-e-Inquilab-e-Islami,Political Party,AFG,,,,Afghanistan,700.0,Asia,,,,,,,,Harakat-e Islami,
443,POL_443,Hezbe Wahdat,Political Party,AFG,,,,Afghanistan,700.0,Asia,,,,,,,,Hizb-e Wahdat-e Islami,
444,POL_444,Etelaf-e Milli,Political Party,AFG,,,,Afghanistan,700.0,Asia,,,,,,,,,
445,POL_445,Jamayat-E-Islami,Political Party,AFG,,,Jamiat,Afghanistan,700.0,Asia,,,,,,,,JI: Jamiat-e-Islami,JI: Jamaat-e-Islami
446,POL_446,Ittehad-e-Islami,Political Party,AFG,,,,Afghanistan,700.0,Asia,,,,,,,,,
447,ARM_447,Hezb-e-Islami,Armed Organization,AFG,,,,Afghanistan,700.0,Asia,,,,,,299.0,Hizb-i Islami-yi Afghanistan,HIG: Hezb-e Islami-Gulbuddin,Hezbi Islami
448,POL_448,National Islamic Front of Afghanistan,Political Party,AFG,,,,Afghanistan,700.0,Asia,,,,,,296.0,Mahaz-i Milli-yi Islami-yi Afghanistan ,,
449,POL_449,Central African Democratic Rally,Political Party,CAF,,,RDC,Central African Republic,482.0,Africa,,,,,,,,,
450,NGO_450,"Human rights, justice and democracy groups",Civil Society,CAF,Non-governmental Organization,Other,,Central African Republic,482.0,Africa,,,,1.0,,,,,
451,NGO_451,Religious Denominations,Civil Society,CAF,Religious,,,Central African Republic,482.0,Africa,,,,1.0,,,,,
452,ARM_452,Armed Forces of the Chechen Republic of Ichkeria,Armed Organization,RUS,,,,Russia,365.0,Europe,,,,,,,,,
453,NGO_453,Aga Khan Foundation,Civil Society,,Non-governmental Organization,Other,,,,,,1.0,,,,,,,
454,IGO_454,United Nations Mission of Observers in Tajikistan (UNMOT),Intergovernmental Organization,,,,UNMOT,,,,UN Mission,1.0,,,,,,,
455,ARM_455,Revolutionary Armed Forces of the Sahara,Armed Organization,NER,,,FARS,Niger,436.0,Africa,,,,,,,,FARS: Revolutionary Armed Forces of the Sahara,
456,ARM_456,Union of Forces of Armed Resistance,Armed Organization,NER,,,UFRA,Niger,436.0,Africa,,,,,,526.0,UFRA,Union of Resistance Forces,
457,NGO_457,San Miguel Community,Civil Society,MEX,Non-governmental Organization,Other,,Mexico,70.0,Americas,,,,1.0,,,,,
458,CON_458,South Korea,Country/State,KOR,,,,"Korea, South",732.0,Asia,,,,,,139.0,Government of South Korea,Government of South Korea (2017-2022),
459,IGO_459,United Nations Children's Fund,Intergovernmental Organization,,,,UNICEF,,,,United Nations,1.0,,,,,,,
460,ARM_460,Croatian Republic of Herzeg-Bosnia,Armed Organization,BIH,,,,Bosnia and Herzegovina,346.0,Europe,,,,,,350.0,Croatian Republic of Bosnia-Herzegovina,,
461,ARM_461,Equatoria Defence Force,Armed Organization,SDN,,,EDF,Sudan,625.0,Africa,,,,,,,,Equatoria Defence Force,
462,UMB_462,Union of Sudanese African Parties,Umbrella,SDN,,,USAP,Sudan,625.0,Africa,,,,,,,,,
463,OTH_463,South Sudan Independents Group,Other,SSD,,,,South Sudan,626.0,Africa,,,,1.0,,,,,
464,POL_464,South Sudan United Democratic Front,Political Party,SSD,,,UDSF,South Sudan,626.0,Africa,,,,,,,,UDF: United Democratic Front (South Sudan),
465,ARM_465,South Sudan Independence Movement/Army,Armed Organization,SSD,,,SSIM/A,South Sudan,626.0,Africa,,,,,,,,SSIA: Southern Sudan Independence Army/Movement,
466,OTH_466,Liberia Council,Other,LBR,,,,Liberia,450.0,Africa,,,,1.0,,,,,
467,POL_467,Social Democratic Labour Party,Political Party, ,,,SDLP,Northern Ireland,,Europe,,,,,,,,,
468,POL_468,Progressive Unionist Party,Political Party, ,,,PUP,Northern Ireland,,Europe,,,,,,,,,
469,POL_469,Ulster Democratic Party,Political Party, ,,,UDP,Northern Ireland,,Europe,,,,,,,,,
470,POL_470,Ulster Unionist Party,Political Party, ,,,UUP,Northern Ireland,,Europe,,,,,,,,,
471,POL_471,NI Labour Coalition,Political Party, ,,,,Northern Ireland,,Europe,,,,,,,,,
472,POL_472,Sinn Fein,Political Party, ,,,SF,Northern Ireland,,Europe,,,,,,,,,
473,POL_473,The Alliance Party of Northern Ireland,Political Party, ,,,AP,Northern Ireland,,Europe,,,,,,,,,
474,OTH_474,Philippine Peace Center,Civil Society,PHL,Non-governmental Organization,Other,,Philippines,840.0,Asia,,,,1.0,,,,,
475,OTH_475,International Negotiations Network (INN),Civil Society,,Non-governmental Organization,Other,,,,,,1.0,,,,,,,
476,ARM_476,Somali National Front,Armed Organization,SOM,,,SNF,Somalia,520.0,Africa,,,,,,1035.0,SNF ,SNF: Somali National Front,
477,OTH_477,International Monitoring Committee,Other,CAF,,,,Central African Republic,482.0,Africa,,1.0,,,,,,,
478,OTH_478,Officers,Other,CAF,,,,Central African Republic,482.0,Africa,,,,1.0,,,,,
479,ARM_479,Kosovo Liberation Army,Armed Organization,SRB,,,UCK,Serbia,340.0,Europe,,,,,,357.0,UCK,Former KLA: Kosovo Liberation Army,
480,IGO_480,United Nations Observer Mission in Georgia (UNOMIG),Intergovernmental Organization,,,,UNOMIG,,,,UN Mission,1.0,,,,,,,
481,CON_481,Madagascar,Country/State,MDG,,,,Madagascar,580.0,Africa,,,,,,106.0,Government of Madagascar,Government of Madagascar (2014-2019),
482,CON_482,Mauritius,Country/State,MUS,,,,Mauritius,590.0,Africa,,,,,,,,,
483,IGO_483,Indian Ocean Commission,Intergovernmental Organization,,Regional,,COI,,,Asia,,,1.0,,,,,,
484,ENT_484,Anjouan,Entity,COM,,,,Comoros,581.0,Africa,,,,,,544.0,,,
485,CON_485,Comoros,Country/State,COM,,,,Comoros,581.0,Africa,,,,,,107.0,Government of Comoros,,
486,CON_486,Qatar,Country/State,QAT,,,,Qatar,694.0,Asia,,,,,,127.0,Government of Qatar,Government of Qatar (2013-),
487,ENT_487,Tripura,Entity,IND,,,,India,750.0,Asia,,,,,,,,,
488,ARM_488,All Tripura Tiger Force,Armed Organization,IND,,,ATTF,India,750.0,Asia,,,,,,306.0,ATTF,ATTF: All Tripura Tiger Force,
489,ARM_489,Independent National Patriotic Front of Liberia,Armed Organization,LBR,,,INPFL,Liberia,450.0,Africa,,,,,,508.0,INPFL,NPFL: National Patriotic Front Liberia,
490,ARM_490,Uganda National Rescue Front II,Armed Organization,UGA,,,UNRF II,Uganda,500.0,Africa,,,,,,491.0,UNRF II,UNRF II: Uganda National Rescue Front II,
491,IGO_491,Economic and Monetary Community of Central Africa,Intergovernmental Organization,,Regional,,CEMAC,,,Africa,,,1.0,,,,,,
492,ARM_492,Popular Army for the Restoration of the Republic and Democracy,Armed Organization,CAF,,,APRD,Central African Republic,482.0,Africa,,,,,,,,APRD: Popular Army for the Restoration of the Republic and Democracy,
493,IGO_493,International Conference on the Great Lakes Region,Intergovernmental Organization,,,,ICGLR,,,,,1.0,,,,,,,
494,ARM_494,National Congress for the Defence of the People,Armed Organization,COD,,,CNDP,"Congo, Democratic Republic of the",490.0,Africa,,,,,,426.0,CNDP,CNDP: National Congress for the Defence of the People,
495,ARM_495,Democratic Front for the People of Central Africa,Armed Organization,CAF,,,FDPC,Central African Republic,482.0,Africa,,,,,,1645.0,FDPC,FDPC: Democratic Front for the People of the Central African Republic,
496,ARM_496,Union of Democratic Forces for Unity,Armed Organization,CAF,,,UFDR,Central African Republic,482.0,Africa,,,,,,554.0,Seleka,UFDR: Union of Democratic Forces for Unity,
497,ENT_497,Kurdistan,Entity, ,,,,Kurdistan,,Europe,,,,,,,,,
498,ARM_498,Alliance for the Re-liberation of Somalia/Union of Islamic Courts,Armed Organization,SOM,,,ARS/UIC,Somalia,520.0,Africa,,,,,,505.0,ARS/UIC,ARS-Asmara: Alliance for Re-Liberation of Somalia-Asmara,Former ICU: Former Islamic Courts Union
499,POL_499,Orange Democratic Movement,Political Party,KEN,,,,Kenya,501.0,Africa,,,,,,,,,
501,POL_501,National Advancement Front Party,Political Party,GTM,,,FAN,Guatemala,90.0,Americas,,,,,,,,,
502,NGO_502,Episcopal Conference of Guatemala,Civil Society,GTM,Religious,,,Guatemala,90.0,Americas,,,,1.0,,,,,
503,OTH_503,National Reconciliation Commission (CNR),Other,GTM,,,,Guatemala,90.0,Americas,,,,1.0,,,,,
504,POL_504,Solidarity Action Movement,Political Party,GTM,,,MAS,Guatemala,90.0,Americas,,,,,,,,,
505,POL_505,National Liberation Movement,Political Party,GTM,,,MLN,Guatemala,90.0,Americas,,,,,,,,,
506,POL_506,National Renewal Party,Political Party,GTM,,,PNR,Guatemala,90.0,Americas,,,,,,,,,
507,POL_507,Socialist Party,Political Party,GTM,,,PSD,Guatemala,90.0,Americas,,,,,,,,,
508,NGO_508,Afghan Refugees,Civil Society,AFG,Non-governmental Organization,Other,,Afghanistan,700.0,Asia,,,,1.0,,,,,
509,NGO_509,Religious Scholars,Civil Society,,Religious,,,,,,,,,1.0,,,,,
510,OTH_510,National Consultative Peace Jirga (NCPJ),Other,AFG,,,,Afghanistan,700.0,Asia,,,,1.0,,,,,
511,NGO_511,Civil Society,Civil Society,AFG,Non-governmental Organization,Other,,Afghanistan,700.0,Asia,,,,1.0,,,,,
512,ARM_512,Islamic State of Iraq and Levant,Armed Organization,IRQ,,,ISIS,Iraq,645.0,Asia,,,,,,234.0,IS,Islamic State (Syria),
514,OTH_514,Interim Transitional National Council,Other,LBY,,,,Libya,620.0,Africa,,,,1.0,,,,,
515,POL_515,The Future Movement,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,,,,
516,ARM_516,Hezbollah,Armed Organization,LBN,,,,Lebanon,660.0,Asia,,,,,,366.0,Hezbollah,Hezbollah,
517,POL_517,Progressive Socialist Party,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,879.0,PSP,,
518,POL_518,Syrian Social Nationalist Party,Political Party,SYR,,,,Syria,652.0,Asia,,,,,,,,,
519,POL_519,Lebanese Democrat Party,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,,,,
520,POL_520,Amal Movement,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,,,,
521,CON_521,Lesotho,Country/State,LSO,,,,Lesotho,570.0,Africa,,,,,,104.0,Government of Lesotho,Government of Lesotho (2017-),Government of Lesotho (2012-2015) | Government of Lesotho (2017-)
522,POL_522,Marematlou Freedom Party,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
523,POL_523,Lesotho Workers Party,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
524,POL_524,All Basotho Convention,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
525,POL_525,Lesotho People's Congress,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
526,POL_526,Batotho National Party,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
527,POL_527,Popular Front for Democracy,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
528,POL_528,Basotho Democratic National Party,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
529,OTH_529,National Independent,Other,LSO,,,,Lesotho,570.0,Africa,,,,1.0,,,,,
530,POL_530,Basotho Batho Democratic Party,Political Party,LSO,,,,Lesotho,570.0,Africa,,,,,,,,,
531,POL_531,Unified Communist Party of Nepal,Political Party,NPL,,,,Nepal,790.0,Asia,,,,,,,,,
533,ARM_533,Ahlu Sunna Waljama'a,Armed Organization,SOM,,,ASWJ,Somalia,520.0,Africa,,,,,,894.0,Ahlu Sunna Waljamaca,ASWJ: Ahlu Sunna Wal Jamaa,
534,ENT_534,Puntland,Entity,SOM,,,,Somalia,520.0,Africa,,,,,,,,,
535,IGO_535,East African Community,Intergovernmental Organization,,Regional,,EAC,,,Africa,,,1.0,,,,,,
536,IGO_536,United Nations Political Office for Somalia (UNPOS),Intergovernmental Organization,,,,UNPOS,,,,UN Mission,,,,,,,,
537,ARM_537,Liberation and Justice Movement,Armed Organization,SDN,,,LJM,Sudan,625.0,Africa,,,,,,,,LJM: Liberation and Justice Movement,
538,POL_538,National Congress Party,Political Party,SDN,,,,Sudan,625.0,Africa,,,,,,,,NCP: National Congress Party,
539,OTH_539,National Council,Other,YEM,,,,Yemen,678.0,Asia,,,,1.0,,,,,
540,IGO_540,Gulf Cooperation Council,Intergovernmental Organization,,Regional,,GCC,,,Asia,,,1.0,,,,,,
541,ARM_541,Convention of Patriots for Justice and Peace ,Armed Organization,CAF,,,CPJP,Central African Republic,482.0,Africa,,,,,,1053.0,CPJP,CPJP: Convention of Patriots for Justice and Peace,
542,IGO_542,Community of Sahel-Saharan States,Intergovernmental Organization,,Regional,,,,,Africa,,,1.0,,,,,,
543,ARM_543,National Chadian Concord,Armed Organization,TCD,,,CNT,Chad,483.0,Africa,,,,,,,,CNT: Chadian National Concord Movement,
544,ARM_544,Union of Forces for Democracy and Basic Development,Armed Organization,TCD,,,UFDDF,Chad,483.0,Africa,,,,,,,,,
