id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,actor_iso3c,actor_country,actor_id,actor_name,abbreviation,alternative_names
ARM_283,Armed Organization,,,,,,,SDN,Sudan,283,Sudan People's Liberation Movement/Army ,SPLM/A,Sudan People's Liberation Movement | Sudan People Liberation Army | Sudan People Liberation Movement | Sudan People Liberation Movement / Army | Sudan People Liberation Movement / Army - North | Sudan People Liberation Movement / Sudan People Liberation Army | Sudan People Liberation Movement/ Army | Sudan Peoples ' Liberation Movement Ross Mountain United Nations | Sudan Peoples Liberation Movement | SPLM - Detainees | SPLM - FDs | SPLM - IG | SPLM - United | SPLM / | SPLM / - N | SPLM / NUBA | SPLM / SPLA | SPLM County
OTH_284,Other,Government agency,,1.0,,,,USA,United States,284,USAID,,
CON_285,Country/State,,,,,,,LBY,Libya,285,Libya,,Libya | LIBYAN ARAB JAMAHIRIYA | Great Socialist People's Libyan Arab Jamahiriya
ENT_286,Entity,,,,,,,BGD,Bangladesh,286,Chittagong Hill Tracts,,
CON_287,Country/State,,,,,,,BGD,Bangladesh,287,Bangladesh,,Bangladesh | People's Republic Bangladesh | Peoples  Republic Bangladesh  SD/- | People's Republic of Bangladesh | People Ã¢â‚¬â„¢s Republic Bangladesh
CON_288,Country/State,,,,,,,AFG,Afghanistan,288,Afghanistan,,Afghanistan | Islamic Republic of Afghanistan | Islamic Republic Afghanistan | Afghan Government | Afghan Interim Administration
CON_289,Country/State,,,,,,,IRN,Iran,289,Iran (Islamic Republic of),,"Iran (Persia) | IRAN, ISLAMIC REPUBLIC OF | Iran | Islamic Republic Iran"
CON_290,Country/State,,,,,,,CMR,Cameroon,290,Cameroon,,Cameroon | Republic Cameroon | Republic Cameroon :
MIL_291,Military,,,,,,,PHL,Philippines,291,Armed Forces of the Philippines,,AFP
CON_292,Country/State,,,,,,,BRN,Brunei,292,Brunei,,Brunei | BRUNEI DARUSSALAM
ARM_293,Armed Organization,,,,,,,KHM,Cambodia,293,Khmer People’s National Liberation Front,KPNLF,
CON_294,Country/State,,,,,,,JPN,Japan,294,Japan,,Japan
CON_295,Country/State,,,,,,,THA,Thailand,295,Thailand,,Thailand | Kingdom Thailand
CON_296,Country/State,,,,,,,SGP,Singapore,296,Singapore,,Singapore | Republic Singapore | Republic of Singapore
CON_297,Country/State,,,,,,,VNM,Vietnam,297,Vietnam,,"Vietnam, Republic of | VIETNAM | Socialist Republic of Vietnam | Socialist Republic Viet Nam | Socialist Republic Vietnam"
CON_298,Country/State,,,,,,,LAO,Laos,298,Laos,,Laos | LAO PEOPLE'S DEMOCRATIC REPUBLIC
ARM_299,Armed Organization,,,,,,,SLV,El Salvador,299,Farabundo Martí National Liberation Front,FMLN,Frente Farabundo Martí para la Liberación Nacional
CON_300,Country/State,,,,,,,SLV,El Salvador,300,El Salvador,,El Salvador | El Salvadort | Republic El Salvador
CON_301,Country/State,,,,,,,LKA,Sri Lanka,301,Sri Lanka,,Sri Lanka (Ceylon) | SRI LANKA | Government Sri Lanka | Sri Lankan Government
ARM_302,Armed Organization,,,,,,,LKA,Sri Lanka,302,Liberation Tigers of Tamil Eelam,LTTE,Liberation Tigers
OTH_303,Other,,,,,1.0,,YEM,Yemen,303,Presidential Council,,
CON_304,Country/State,,,,,,,YEM,Yemen,304,Yemen,,Yemen (Arab Republic of Yemen) | YEMEN | Republic Yemen | Republic of Yemen | Government Yemen | Yemeni Government
POL_305,Political Party,,,,,,,KHM,Cambodia,305,Democratic Kampuchea,,Khmer Rouge
CON_306,Country/State,,,,,,,GTM,Guatemala,306,Guatemala ,,Guatemala | Republic Guatemala | Republic Guatimala  Rafael Leonardo CALLEJAS | Guatemalan Government :
ARM_307,Armed Organization,,,,,,,GTM,Guatemala,307,Guatemalan National Revolutionary Unity,URNG,Unidad Revolucionaria Nacional Guatemalteca
ARM_308,Armed Organization,,,,,,,LBR,Liberia,308,Movement for Democracy in Liberia,MODEL,
ARM_309,Armed Organization,,,,,,,LBR,Liberia,309,Liberians United for Reconciliation and Democracy,LURD,
POL_310,Political Party,,,,,,,YEM,Yemen,310,Yemeni Socialist Party,YSP,
POL_311,Political Party,,,,,,,YEM,Yemen,311,General People's Congress,GPC,
IGO_312,Intergovernmental Organization,Regional,,,1.0,,,,,312,Intergovernmental Authority on Development,IGAD,"Intergovernmental Authority On Development | IGAD | Inter-Governmental Authority On Development | IGAD - South Sudan Office Representative Facilitator | IGAD & AU | IGAD African Union | IGAD Assembly | IGAD Chair | IGAD Council Ministers | IGAD Council Ministers H.E. Tedros Adhanom | IGAD Envoys | IGAD Ministerial Sub - Committee | IGAD Partners | IGAD Partners Forum | IGAD Partners Forum Representatives | IGAD Special | IGAD Special Envoy Somalia | IGAD Special Envoys | IGAD Sub - Committee | Intergovernmental Authority Development | Intergovernmental Authority Development ( IGAD ) | Special Envoy IGAD Sudan | IPF | Chair IGAD | Chair IGAD  Republic Uganda  Republic Sudan  Republic Djibouti  Republic Somalia  Republic Kenya  B | Chairperson IGAD | Inter - Governmental Authority Development , League Arab States | Intergovernmental Authority on Development (IGAD)/Inter-Governmental Authority o | Inter-Gov Authority on Drought Protection"
ARM_313,Armed Organization,,,,,,,BIH,Bosnia and Herzegovina,313,Republika Srpska,,Army Republika Srpska | Army of Republika Srpska | Republic Srpska | REPUBLIC SRPSKA Dr Radovan Karadzic | Republika Srpska
ARM_314,Armed Organization,,,,,,,LBR,Liberia,314,United Liberation Movement of Liberia for Democracy,ULIMO,
IGO_315,Intergovernmental Organization,,,1.0,,,United Nations,,,315,UN General Assembly,UNGA,United Nations General Assembly | UNGA | General Assembly | Un General Assembly
CON_316,Country/State,,,,,,,VEN,Venezuela,316,Venezuela,,"Venezuela | VENEZUELA, BOLIVARIAN REPUBLIC OF | Bolivarian Republic Venezuela"
ARM_317,Armed Organization,,,,,,,PNG,Papua New Guinea,317,Bougainville Revolutionary Army,BRA,Bougainville Republican Army
POL_319,Political Party,,,,,,,BDI,Burundi,319,Independent Labor Party,PIT,Parti IndÃ©pendant des Travailleurs
POL_320,Political Party,,,,,,,BDI,Burundi,320,Union for National Progress,UPRONA,Union pour le ProgrÃ¨s national
POL_321,Political Party,,,,,,,BDI,Burundi,321,Front for Democracy in Burundi,FRODEBU,Front pour la DÃ©mocratie auÂ Burundi
POL_322,Political Party,,,,,,,BDI,Burundi,322,Rally for the People of Burundi,RPB,Rassemblement du peuple Burundais
POL_323,Political Party,,,,,,,BDI,Burundi,323,National Alliance for Law and Economic Development,ANADDE,Alliance Nationale pour le Droit et le DÃ©veloppement
POL_324,Political Party,,,,,,,BDI,Burundi,324,Social Democratic Party,PSD,Parti Social-DÃ©mocrate
POL_325,Political Party,,,,,,,BDI,Burundi,325,Pan Africanist Socialist Movement-Inkinzo,Inkinzo,Parti Socialiste et Panafricaniste
POL_326,Political Party,,,,,,,BDI,Burundi,326,People's Party,PP,Parti du Peuple
POL_327,Political Party,,,,,,,BDI,Burundi,327,Liberal Party,PL,Parti Liberal
POL_328,Political Party,,,,,,,BDI,Burundi,328,Rally for Democracy and Economic and Social Development,RADDES,Ralliement pour la DÃ©mocratie et le DÃ©veloppement Ã‰conomique et Social
POL_329,Political Party,,,,,,,BDI,Burundi,329,Alliance of the Valiant,AV-INTWARI,Alliance des Vaillants
POL_330,Political Party,,,,,,,BDI,Burundi,330,Palipehutu,,
POL_331,Political Party,,,,,,,BDI,Burundi,331,People's Reconciliation Party,PRP,Parti de la RÃ©conciliation des Personnes
POL_332,Political Party,,,,,,,BDI,Burundi,332,Party for National Recovery,PARENA,Parti pour le Redressement National
ARM_333,Armed Organization,,,,,,,BDI,Burundi,333,National Liberation Front,FROLINA,Front pour la libÃ©ration nationale
POL_334,Political Party,,,,,,,BDI,Burundi,334,Burundo-African Alliance for Salvation,ABASA,Alliance Burundo-Africaine pour le Salut
CON_335,Country/State,,,,,,,ZMB,Zambia,335,Zambia,,Zambia | Republic Zambia | Republic of Zambia
ARM_336,Armed Organization,,,,,,,BDI,Burundi,336,National Council for the Defense of Democracy,CNDD,Conseil national pour la dÃ©fense de la dÃ©mocratie
NGO_337,Civil Society,Non-governmental Organization,Other,1.0,,1.0,,,,337,Mwalimu Nyerere Foundation,,
IGO_338,Intergovernmental Organization,,,1.0,,,,,,338,La Francophonie,OIF,Organisation Internationale De La Francophonie | La Francophonie | OIF | International Organization Of The Francophonie | Francophonie | International Organisation la Francophonie | International Organization Francophonie | International Organization Francophonie - PIERRE | International Organization la Francophonie | Madagascar Pour l'Organisation Internationale de la Francophonie Edem Kodjo Pour
CON_339,Country/State,,,,,,,RWA,Rwanda,339,Rwanda,,Rwanda | Republic Rawanda | Republic Rwanda | Government Republic Rwanda
OTH_340,Other,,,,,1.0,,GTM,Guatemala,340,National Reconciliation Commission,,
ENT_341,Entity,,,,,,,PNG,Papua New Guinea,341,Bougainville Interim Provincial Government,,
POL_342,Political Party,,,,,,,PNG,Papua New Guinea,342,Bougainville Peoples Congress,,
ARM_343,Armed Organization,,,,,,,PNG,Papua New Guinea,343,Bougainville Resistance Forces,,
NGO_344,Civil Society,Non-governmental Organization,Women,,,1.0,,PNG,Papua New Guinea,344,Bougainville Women,,
ENT_345,Entity,,,,,,,PNG,Papua New Guinea,345,Bougainville Transitional Government,,
IGO_346,Intergovernmental Organization,Regional,,,1.0,,,,,346,League of Arab States,LOAS,League Of Arab States | Arab League | League Arab States
IGO_347,Intergovernmental Organization,,,1.0,,,,,,347,Nonaligned Movement,NAM,Non-Aligned Movement | Nonaligned Movement | NAM | Non-Aligned Movement (NAM) | Movement of Non-Aligned Countries | Movement Non-Aligned Countries
CON_348,Country/State,,,,,,,SRB,Serbia,348,Serbia,,Serbia | Post Serbia | Republic Serbia | Serbian Representatives | Serbian Republic Bosnia Herzegovina
IGO_349,Intergovernmental Organization,Regional,,,1.0,,,,,349,Southern African Development Community,SADC,Southern African Development Community | SADC | Southern African Dev. Community | Southern African Development Community (SADC) | SADC Faciliatator
CON_350,Country/State,,,,,,,ZWE,Zimbabwe,350,Zimbabwe,,Zimbabwe (Rhodesia) | ZIMBABWE | Republic Zimbabwe | Parliament Zimbabwe
ARM_351,Armed Organization,,,,,,,BDI,Burundi,351,National Council for the Defense of Democracy–Forces for the Defense of Democracy,CNDD-FDD,Conseil national pour la dÃ©fense de la dÃ©mocratie - Forces pour la dÃ©fense de la dÃ©mocratie
IGO_352,Intergovernmental Organization,,,1.0,,,,,,352,Community of Portuguese-Speaking Countries,CPLP,Comunidade dos PaÃ­ses de LÃ­ngua Portuguesa | Lusophone Commonwealth | Comm Portugese Speaking Countries | Community of Portuguese-Speaking Countries
CON_353,Country/State,,,,,,,STP,Sao Tome and Principe,353,São Tomé and Príncipe,,SÃƒÂ£o TomÃƒÂ© and PrÃƒÂ­ncipe | SAO TOME AND PRINCIPE
CON_354,Country/State,,,,,,,CPV,Cabo Verde,354,Cape Verde,,"Cape Verde | Cape Verde , Cote d'Ivoire | Republic Cape | Republic Cape Verde"
IGO_355,Intergovernmental Organization,,,1.0,,,UN Mission,,,355,United Nations Protection Force (UNPROFOR),UNPROFOR,United Nations Protection Force
ENT_356,Entity,,,,,,,PNG,Papua New Guinea,356,Bougainville,,
ARM_357,Armed Organization,,,,,,,SLE,Sierra Leone,357,Armed Forces Revolutionary Council,AFRC,
CON_358,Country/State,,,,,,,SOM,Somalia,358,Somalia,,Somalia | Federal Republic Somalia | Republic Somalia | Somali | Somali Republic | Somali Regional State | Somali Federal Government | Somali Government | Federal Government Somalia | Federal Government of Somalia | FGS
ARM_359,Armed Organization,,,,,,,SOM,Somalia,359,Islamic Courts Union,ICU,
OTH_360,Other,,,,,1.0,,GTM,Guatemala,360,Political and Diplomatic Commission,,
ARM_361,Armed Organization,,,,,,,BDI,Burundi,361,Palipehutu-FNL,FNL,Party for the Liberation of the Hutu Peopleâ€“National Forces of Liberation | Parti pour la libÃ©ration du peuple hutuâ€“Forces nationalesde liberation | National Forces of Liberation | Forces nationales de libÃ©ration
POL_362,Political Party,,,,,,,LBR,Liberia,362,Liberia National Union,,
POL_363,Political Party,,,,,,,LBR,Liberia,363,Equal Rights Party,,
POL_364,Political Party,,,,,,,LBR,Liberia,364,United People's Party,,
POL_365,Political Party,,,,,,,LBR,Liberia,365,True Whig Party,,
POL_366,Political Party,,,,,,,LBR,Liberia,366,All-Liberian Coalition Party,,
POL_367,Political Party,,,,,,,LBR,Liberia,367,Reformation Alliance Party,,
POL_368,Political Party,,,,,,,LBR,Liberia,368,Progressive Peoples Party,,
POL_369,Political Party,,,,,,,LBR,Liberia,369,National Reform Party,,
POL_370,Political Party,,,,,,,LBR,Liberia,370,Free Democracy Party,,
OTH_371,Civil Society,Religious,,,,1.0,,LBR,Liberia,371,Inter-religious Council for Liberia,,
OTH_372,Civil Society,Non-governmental Organization,Women,,,1.0,,LBR,Liberia,372,Mano River Women Peace Network,,
POL_373,Political Party,,,,,,,LBR,Liberia,373,New Deal Movement,,
POL_374,Political Party,,,,,,,LBR,Liberia,374,National Democratic Party,,
OTH_375,Other,,,,,1.0,,LBR,Liberia,375,Liberia Leadership Forum,,
POL_376,Political Party,,,,,,,LBR,Liberia,376,Liberian Action Party,,
NGO_377,Civil Society,Non-governmental Organization,Other,,,1.0,,LBR,Liberia,377,Civil Society,,
POL_378,Political Party,,,,,,,LBR,Liberia,378,People's Democratic Party,,
POL_379,Political Party,,,,,,,LBR,Liberia,379,National Patriotic Party,,
POL_380,Political Party,,,,,,,LBR,Liberia,380,Unity Party,,
POL_381,Political Party,,,,,,,LBR,Liberia,381,Liberians People's Party,,
POL_382,Political Party,,,,,,,LBR,Liberia,382,Labor Party,,
POL_383,Political Party,,,,,,,LBR,Liberia,383,Liberia Unification Party,,
OTH_384,Civil Society,Non-governmental Organization,Other,,,1.0,,LBR,Liberia,384,Liberian Bar Association,,
OTH_385,Civil Society,Non-governmental Organization,Other,1.0,,1.0,,LBR,Liberia,385,Liberians in Diaspora,,
IGO_386,Intergovernmental Organization,,,1.0,,,United Nations,,,386,UN Secretary General,UNSG,António Guterres | United Nations SecretaryÃƒÂ¢Ã¢â€šÂ¬Ã‚ÂGeneral | UNSG | UNSRSG | UNSRSG Special Representative | UN Special Representative | United Nations General | United Nations Special Envoy | Special Representative Secretary - General | Group Friends UNSG | Antonio Guterres
CON_387,Country/State,,,,,,,MRT,Mauritania,387,Mauritania,,Mauritania | Republic Mauritania
NGO_388,Civil Society,Communities and tribes,,,,1.0,, ,Kurdistan,388,Shi'a,,
NGO_389,Civil Society,Communities and tribes,,,,1.0,, ,Kurdistan,389,Sunni,,
NGO_390,Civil Society,Communities and tribes,,,,1.0,, ,Kurdistan,390,Turkmen,,
IGO_391,Intergovernmental Organization,,,1.0,,,United Nations,,,391,United Nations Secretariat,UN Secretariat,United Nations Secretariat | Secretariat Of The United Nations | U.N. Secretariat | Un Secretariat | United Nations Secretariat United Nations Human Settlement Programme United Nations Development Programme
CON_392,Country/State,,,,,,,MWI,Malawi,392,Malawi,,Malawi | Republic Malawi
ARM_393,Armed Organization,,,,,,,SOM,Somalia,393,Somalia Reconciliation and Restoration Council,SRRC,
CON_394,Country/State,,,,,,,ROU,Romania,394,Romania,,Romania
CON_395,Country/State,,,,,,,PAK,Pakistan,395,Pakistan,,Pakistan | Islamic Republic Pakistan | Government Islamic Republic | Government Islamic Republic Pakistan | Pakistani Government | Pakistani
POL_396,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),396,Democratic Party of Ivory Coast,PDCI,
CON_397,Country/State,,,,,,,NIC,Nicaragua,397,Nicaragua,,Nicaragua | Republic Nicaragua | Nicaraguan Govt General
OTH_398,Other,,,,,1.0,,TLS,Timor-Leste,398,East Timor Police Force,,
CON_399,Country/State,,,,,,,TLS,Timor-Leste,399,East Timor,,East Timor | TIMOR-LESTE
ARM_400,Armed Organization,,,,,,,TLS,Timor-Leste,400,National Congress for Timorese Reconstruction,CRNT,Congresso Nacional de ReconstruÃ§Ã£o de Timor
POL_401,Political Party,,,,,,,TLS,Timor-Leste,401,Pro-Integration Party,,
ARM_402,Armed Organization,,,,,,,SDN,Sudan,402,Eastern Front,,
POL_403,Political Party,,,,,,,ALB,Albania,403,Democratic Party of Albanians,,
POL_404,Political Party,,,,,,,MKD,North Macedonia,404,Social Democratic Union of Macedonia,,
IGO_405,Intergovernmental Organization,,,1.0,,,UN Mission,,,405,United Nations Mission in Bosnia and Herzegovina (UNMIBH),UNMIBH,United Nations Mission in Bosnia and Herzegovina
IGO_406,Intergovernmental Organization,,,1.0,,,,,,406,North Atlantic Treaty Organization,NATO,North Atlantic Treaty Organization | NATO | North Atlantic Treaty Organisation | North Atlantic Treaty Organization Alija | North Atlantic Treaty Org | North Atlantic Treaty Organization (NATO) | North Atlantic Treaty Organization  Alija
ARM_407,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",407,Mai Mai,,Mai-Mai | the Mai-Mai | Mayi Mayi
ARM_408,Armed Organization,,,,,,,UGA,Uganda,408,National Resistance Army,NRA,
ENT_409,Entity,,,,,,,SLB,Solomon Islands,409,Guadalcanal Province,,
IGO_410,Intergovernmental Organization,,,1.0,,,,,,410,Commonwealth of Nations,Commonwealth,The British Commonwealth | British Commonwealth | Commonwealth Of Nations | the Commonwealth | Commonwealth | Commonwealth Nations | Commonwealth Organization
ENT_411,Entity,,,,,,,SLB,Solomon Islands,411,Choiseul Province,,
ENT_412,Entity,,,,,,,SLB,Solomon Islands,412,Central Islands Province,,
ENT_413,Entity,,,,,,,SLB,Solomon Islands,413,Malaita Province,,
ARM_414,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",414,Congolese Rally for Democracy-Liberation Movement,RCD-ML,
ARM_415,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",415,Congolese Rally for Democracy-National,RCD-N,
NGO_416,Civil Society,Non-governmental Organization,Other,,,1.0,,COD,"Congo, Democratic Republic of the",416,Forces Vives of the Nation ,,
ENT_418,Entity,,,,,,, ,Kosovo,418,Kosovo,,
CON_419,Country/State,,,,,,,SAU,Saudi Arabia,419,Saudi Arabia,,Saudi Arabia | Kingdom Saudi Arabia | Kingdom Saudi Arabia :
MIL_420,Military,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),420,Armed Forces of Côte d’Ivoire,,Defence and Security Forces of Côte d’Ivoire | COIA
POL_422,Political Party,,,,,,,CAF,Central African Republic,422,Movement for the Liberation of the Central African People,MLPC,Mouvement pour la Libération du Peuple Centrafricain
NGO_423,Civil Society,Non-governmental Organization,Women,,,1.0,,CAF,Central African Republic,423,OFCA,,Organisation des femmes centrafricaines | Organisation des Femmes de Centrafrique | Central African Women's Organization
POL_424,Political Party,,,,,,,CAF,Central African Republic,424,Movement for Democracy and Development,,
NGO_425,Civil Society,Unions,,,,1.0,,CAF,Central African Republic,425,Trade Unions,,
POL_426,Political Party,,,,,,,CAF,Central African Republic,426,Alliance for Democracy and Progress,,
POL_427,Political Party,,,,,,,CAF,Central African Republic,427,Civic Forum,,
NGO_428,Civil Society,Non-governmental Organization,Other,,,1.0,,CAF,Central African Republic,428,FNEC,,Fédération Nationale des Éleveurs Centrafricains | National Federation of Central African Breeders
NGO_429,Civil Society,Non-governmental Organization,Other,,,1.0,,CAF,Central African Republic,429,KOLI-OUALI GALA,,
MIL_430,Military,,,,,,,CAF,Central African Republic,430,Armed Forces of Central African Republic,,
POL_431,Political Party,,,,,,,CAF,Central African Republic,431,Political Parties,,
POL_432,Political Party,,,,,,,CAF,Central African Republic,432,Patritotic Front for Progress,,
NGO_433,Civil Society,Religious,,,,,,,,433,Central African Islamic community,,
NGO_434,Civil Society,Religious,,,,1.0,,CAF,Central African Republic,434,Evangelical Baptist Church in the Central African Republic,,
ARM_435,Armed Organization,,,,,,,RWA,Rwanda,435,Rwandan Patriotic Front,FPR,Front patriotique rwandais | RPFâ€“Inkotanyi
IGO_436,Intergovernmental Organization,Regional,,,1.0,,,,,436,European Commission,EU Commission,European Commission | EU Commission | Commission European Union | European Union  Delegation European Commission | Delegation of the European Commission
IGO_437,Intergovernmental Organization,,,1.0,,,,,,437,World Bank,WB,World Bank | World Bank Group | WB | IBRD | International Bank for Reconstruction and Development (World Bank)
IGO_438,Intergovernmental Organization,,,1.0,,,,,,438,International Monetary Fund,IMF,International Monetary Fund | IMF | Intl Monetary Fund | Red Crescent Societies  International Fund Agricultural Development  International Labor Organization  International Monetary Fund  International Organization Migration  Multilateral Investment Guarantee Agency
IGO_439,Intergovernmental Organization,Regional,,,1.0,,,,,439,African Development Bank,AFDB,African Development Bank | AFDB | Banco Africano De Desenvolvimento | BAD | Banque Africaine De DÃ©veloppement | Banque Africaine De DÃƒÂ©veloppement
IGO_440,Intergovernmental Organization,,,1.0,,,United Nations,,,440,United Nations Human Rights Council,UNHRC,UNHRC | UNCHR | United Nations Human Rights Council | United Nations Commission On Human Rights | U.N. Human Rights Council | Un Human Rights Council | United Nations Human Rights Council (UNHRC)
CON_441,Country/State,,,,,,,BEL,Belgium,441,Belgium,,Belgium | Belgium United States America | Kingdom Belgium | Kingdom of Belgium
POL_442,Political Party,,,,,,,AFG,Afghanistan,442,Harkat-e-Inquilab-e-Islami,,Islamic Revolution Movement | Islamic and National Revolution Movement of Afghanistan
POL_443,Political Party,,,,,,,AFG,Afghanistan,443,Hezbe Wahdat,,the Unity Party | Hezb-e Wahdat-e Islami Afghanistan | Islamic Unity Party of Afghanistan
POL_444,Political Party,,,,,,,AFG,Afghanistan,444,Etelaf-e Milli,,National Coalition of Afghanistan | Coalition for Change and Hope
POL_445,Political Party,,,,,,,AFG,Afghanistan,445,Jamayat-E-Islami,Jamiat,Islamic Society | Jamiat-e-Islami | Jamiati Islami
POL_446,Political Party,,,,,,,AFG,Afghanistan,446,Ittehad-e-Islami,,Islamic Union for the Liberation of Afghanistan | Islamic Dawah Organization of Afghanistan | Ittehad-e Islami bara-ye Azadi-ye Afghanistan | Tanzim-e Dahwat-e Islami-ye Afghanistan
ARM_447,Armed Organization,,,,,,,AFG,Afghanistan,447,Hezb-e-Islami,,
POL_448,Political Party,,,,,,,AFG,Afghanistan,448,National Islamic Front of Afghanistan,,Mahaz-e Milli-ye Islami-ye Afghanistan | Mahaz-i Milli-yi Islami-yi Afghanistan
POL_449,Political Party,,,,,,,CAF,Central African Republic,449,Central African Democratic Rally,RDC,
NGO_450,Civil Society,Non-governmental Organization,Other,,,1.0,,CAF,Central African Republic,450,"Human rights, justice and democracy groups",,
NGO_451,Civil Society,Religious,,,,1.0,,CAF,Central African Republic,451,Religious Denominations,,
ARM_452,Armed Organization,,,,,,,RUS,Russia,452,Armed Forces of the Chechen Republic of Ichkeria,,Armed Forces CRI | Armed Forces of the CRI
NGO_453,Civil Society,Non-governmental Organization,Other,1.0,,,,,,453,Aga Khan Foundation,,
IGO_454,Intergovernmental Organization,,,1.0,,,UN Mission,,,454,United Nations Mission of Observers in Tajikistan (UNMOT),UNMOT,United Nations Mission of Observers in Tajikistan
ARM_455,Armed Organization,,,,,,,NER,Niger,455,Revolutionary Armed Forces of the Sahara,FARS,Forces armÃ©es rÃ©volutionnaires du Sahara
ARM_456,Armed Organization,,,,,,,NER,Niger,456,Union of Forces of Armed Resistance,UFRA,Union des forces de la rÃ©sistance armÃ©e
NGO_457,Civil Society,Non-governmental Organization,Other,,,1.0,,MEX,Mexico,457,San Miguel Community,,
CON_458,Country/State,,,,,,,KOR,"Korea, South",458,South Korea,,"Korea, Republic of | Korea | Republic Korea"
IGO_459,Intergovernmental Organization,,,1.0,,,United Nations,,,459,United Nations Children's Fund,UNICEF,UNICEF | United Nations Children'S Fund | U.N. Children Fund | United Nations Children Fund | U.N. Children'S Fund | Un Children'S Fund | UNICEF Philippines
ARM_460,Armed Organization,,,,,,,BIH,Bosnia and Herzegovina,460,Croatian Republic of Herzeg-Bosnia,,Croatian Republic Herceg Bosnia Mate Boban | Croatian Republic Herzeg - Bosnia | Mate Boban | M. BOBAN
ARM_461,Armed Organization,,,,,,,SDN,Sudan,461,Equatoria Defence Force,EDF,
UMB_462,Umbrella,,,,,,,SDN,Sudan,462,Union of Sudanese African Parties,USAP,
OTH_463,Other,,,,,1.0,,SSD,South Sudan,463,South Sudan Independents Group,,
POL_464,Political Party,,,,,,,SSD,South Sudan,464,South Sudan United Democratic Front,UDSF,
ARM_465,Armed Organization,,,,,,,SSD,South Sudan,465,South Sudan Independence Movement/Army,SSIM/A,South Sudan Independence Movement / Army
OTH_466,Other,,,,,1.0,,LBR,Liberia,466,Liberia Council,,
POL_467,Political Party,,,,,,, ,Northern Ireland,467,Social Democratic Labour Party,SDLP,
POL_468,Political Party,,,,,,, ,Northern Ireland,468,Progressive Unionist Party,PUP,
POL_469,Political Party,,,,,,, ,Northern Ireland,469,Ulster Democratic Party,UDP,
POL_470,Political Party,,,,,,, ,Northern Ireland,470,Ulster Unionist Party,UUP,
POL_471,Political Party,,,,,,, ,Northern Ireland,471,NI Labour Coalition,,
POL_472,Political Party,,,,,,, ,Northern Ireland,472,Sinn Fein,SF,
POL_473,Political Party,,,,,,, ,Northern Ireland,473,The Alliance Party of Northern Ireland,AP,
OTH_474,Civil Society,Non-governmental Organization,Other,,,1.0,,PHL,Philippines,474,Philippine Peace Center,,
OTH_475,Civil Society,Non-governmental Organization,Other,1.0,,,,,,475,International Negotiations Network (INN),,
ARM_476,Armed Organization,,,,,,,SOM,Somalia,476,Somali National Front,SNF,
OTH_477,Other,,,1.0,,,,CAF,Central African Republic,477,International Monitoring Committee,,
OTH_478,Other,,,,,1.0,,CAF,Central African Republic,478,Officers,,
ARM_479,Armed Organization,,,,,,,SRB,Serbia,479,Kosovo Liberation Army,UCK,Ushtria Clirimtare e KosovÃ«s
IGO_480,Intergovernmental Organization,,,1.0,,,UN Mission,,,480,United Nations Observer Mission in Georgia (UNOMIG),UNOMIG,United Nations Observer Mission in Georgia
CON_481,Country/State,,,,,,,MDG,Madagascar,481,Madagascar,,Madagascar (Malagasy) | MADAGASCAR | Madagascar Page 1 | Madagascar Pour l'Organisation Internationale de la Francophonie Edem Kodjo Pour | Madagascar Republic - ABDULKADER | Republic Madagascar
CON_482,Country/State,,,,,,,MUS,Mauritius,482,Mauritius,,Mauritius
IGO_483,Intergovernmental Organization,Regional,,,1.0,,,,,483,Indian Ocean Commission,COI,Indian Ocean Commission | The Indian Ocean Commission | Commission De L'OcÃ©an Indien | COI | Commission De L'OcÃƒÂ©an Indien
ENT_484,Entity,,,,,,,COM,Comoros,484,Anjouan,,
CON_485,Country/State,,,,,,,COM,Comoros,485,Comoros,,Comoros
CON_486,Country/State,,,,,,,QAT,Qatar,486,Qatar,,Qatar | State Qatar
ENT_487,Entity,,,,,,,IND,India,487,Tripura,,
ARM_488,Armed Organization,,,,,,,IND,India,488,All Tripura Tiger Force,ATTF,
ARM_489,Armed Organization,,,,,,,LBR,Liberia,489,Independent National Patriotic Front of Liberia,INPFL,
ARM_490,Armed Organization,,,,,,,UGA,Uganda,490,Uganda National Rescue Front II,UNRF II,
IGO_491,Intergovernmental Organization,Regional,,,1.0,,,,,491,Economic and Monetary Community of Central Africa,CEMAC,Economic And Monetary Community Of Central Africa | CommunautÃ© Ã‰conomique Et MonÃ©taire De L'Afrique Centrale | CEMAC | CommunautÃƒÂ© Ãƒâ€°conomique Et MonÃƒÂ©taire De L'Afrique Centrale | CommunautÃƒÂ© ÃƒÂ©conomique et monÃƒÂ©taire d'Afrique centrale (CEMAC) | Central African Economic & Monetary Union
ARM_492,Armed Organization,,,,,,,CAF,Central African Republic,492,Popular Army for the Restoration of the Republic and Democracy,APRD,
