signatory_id,AgtId,Agt,short_agt_name,long_agt_name,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,new_actor_type,old_actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
159,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,2,CON_2,Germany,,Germany,GMY,GMY,CON,Country/State,Country/State,Germany,DEU,276.0,255.0,GMY,GMY,255.0,Europe,37.0,Government of Germany,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),Germany (Prussia) | GERMANY | Federal Republic Germany | Germany | GERMANY | Republic Germany | Federal Republic of Germany | German Foreign Ministry,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
160,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
161,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
164,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,51,COA_51,Group of Friends UNSG,,Group of Friends UNSG,,Group of Friends UNSG,COA,State Coalition,State Coalition,,,,,,,,,,,,,,The Group of Friends UNSG is a coalition of member states of the UN. The co-chairs of the  Group of Friends UNSG are the P5 Members of the UN Security Council: France | Germany | United States | Russia | United Kingdom. The full list of all members of the Group of Friends UNSG can be found here: https://www.unaoc.org/who-we-are/group-of-friends/members/,https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
157,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
155,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,party,46,ENT_46,Abkhazia,,Abkhazia,,Abkhazia,ENT,Entity,Entity,Georgia,GEO,268.0,372.0,GRG,GRG,372.0,,,,,,,"Abkhazia is an entity, based in Georgia. ",https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
163,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,50,IGO_50,Organization for Security and Cooperation in Europe,,Organization for Security and Cooperation in Europe,OSCE,OSCE,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe |  Organisation For Security And Cooperation In Europe  |  Organisation For Security And Co-Operation In Europe  |  Organization For Security And Co-Operation In Europe | Org. Security Cooperation Europe | Organization for Security and Cooperation in Europe (OSCE) | Organisation Security | Organisation Security Cooperation | Organization Security CoÃƒÂ¢Ã¢â€šÂ¬Ã‚Âoperation | Organization Security Cooperation | OSCE Assistance Group | OSCE Mission | OSCE Mission T. Guldimann | OSCE Support Group,"Organization for Security and Cooperation in Europe (OSCE) is an IGO, with affiliations to Regional Defense / Security IGOs (International Government Organizations). They are also referred to as OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe",https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
162,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, 18 December 1998",Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides (18 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Pre-negotiation,1998-12-18,1998,12,18,December,third party,49,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,"<a href=""https://www.peaceagreements.org/view/24"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/24"" target=""_blank"">View agreement PDF</a>"
169,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,2,CON_2,Germany,,Germany,GMY,GMY,CON,Country/State,Country/State,Germany,DEU,276.0,255.0,GMY,GMY,255.0,Europe,37.0,Government of Germany,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),Germany (Prussia) | GERMANY | Federal Republic Germany | Germany | GERMANY | Republic Germany | Federal Republic of Germany | German Foreign Ministry,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
172,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,49,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
165,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,party,45,CON_45,Georgia,,Georgia,GRG,GRG,CON,Country/State,Country/State,Georgia,GEO,268.0,372.0,GRG,GRG,372.0,Asia,63.0,Government of Georgia,Government of Georgia (2012-),Government of Georgia (2012-),Georgia | GEORGIA | Georgia | GEORGIA | Georgia - E. SHEVARDNADZE | Georgia Germany | Georgia I. Menagarishvili | Georgia V. Goguadze | Republic Georgia | Republic Georgia E. A. Shevardnadze | Republic Georgia O. Patsatsia,Georgia is a Country/State in Asia. ,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
166,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,party,46,ENT_46,Abkhazia,,Abkhazia,,Abkhazia,ENT,Entity,Entity,Georgia,GEO,268.0,372.0,GRG,GRG,372.0,,,,,,,"Abkhazia is an entity, based in Georgia. ",https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
167,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
168,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,7,CON_7,France,,France,FRN,FRN,CON,Country/State,Country/State,France,FRA,250.0,220.0,FRN,FRN,220.0,Europe,33.0,Government of France,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,France | FRANCE | France | FRANCE | French Republic | French Republic Mr | French Republic : | French Republic Representative | Permanent Representatives France | Republic France | Republic of France | French Republic | French Republic  Mr | French Republic,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
170,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
171,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
173,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,50,IGO_50,Organization for Security and Cooperation in Europe,,Organization for Security and Cooperation in Europe,OSCE,OSCE,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe |  Organisation For Security And Cooperation In Europe  |  Organisation For Security And Co-Operation In Europe  |  Organization For Security And Co-Operation In Europe | Org. Security Cooperation Europe | Organization for Security and Cooperation in Europe (OSCE) | Organisation Security | Organisation Security Cooperation | Organization Security CoÃƒÂ¢Ã¢â€šÂ¬Ã‚Âoperation | Organization Security Cooperation | OSCE Assistance Group | OSCE Mission | OSCE Mission T. Guldimann | OSCE Support Group,"Organization for Security and Cooperation in Europe (OSCE) is an IGO, with affiliations to Regional Defense / Security IGOs (International Government Organizations). They are also referred to as OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe",https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
174,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, 21 December 1998",Protocol of the Meeting of Georgian and Abkhaz Sides (21 December 1998),43,Abkhazia peace process,Georgia/Abkhazia,Intrastate,Ceasefire,1998-12-21,1998,12,21,December,third party,51,COA_51,Group of Friends UNSG,,Group of Friends UNSG,,Group of Friends UNSG,COA,State Coalition,State Coalition,,,,,,,,,,,,,,The Group of Friends UNSG is a coalition of member states of the UN. The co-chairs of the  Group of Friends UNSG are the P5 Members of the UN Security Council: France | Germany | United States | Russia | United Kingdom. The full list of all members of the Group of Friends UNSG can be found here: https://www.unaoc.org/who-we-are/group-of-friends/members/,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,"<a href=""https://www.peaceagreements.org/view/25"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/25"" target=""_blank"">View agreement PDF</a>"
314,77,Agreed Basic Principles signed on 8 September 1995 at Geneva,"Pre-negotiation, 8 September 1995",Agreed Basic Principles signed on 8 September 1995 at Geneva (8 September 1995),125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Intrastate,Pre-negotiation,1995-09-08,1995,9,8,September,third party,5,IGO_5,European Union,,European Union,EU,EU,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,EU || The European Union || European Union | EU | EU Admininstrator | EU Monitoring Mission | EU Special Representative | European Union | EUROPEAN UNION | European Union - MAMADOU KANE | European Union Canada Mediator | European Union Delegation European Commission | European Union League Arab States | European Union Representative | European Union Co - Chair | European Union External Action Service | European Union Foreign Affairs | European Union Foreign Affairs Security | European Union High Representative | European Union High Representative Foreign Affairs & Security | European Union Special Negotiator | European Unions | European Union Special Negotiator | EU Presidency | EU Administrator | Local Presidency of the European Union | PMEZ | Union Europeene | EU Monitoring Mission | European External Action Service | EU facilitator | European Union High Representative of the Union for Foreign Affairs and Security Policy | European Union External Action Service | UE | EU Special Envoy  | Presidency of the EU | EU Special Representative for the Great Lakes Region | EU  |  The European Union  |  European Union | EU | European Union | European Union (EU) | European Union  - MAMADOU KANE | EU | European Union | European Union Canada Mediator | European Union League Arab States | European Union Representative,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/77,https://www.peaceagreements.org/viewmasterdocument/77,"<a href=""https://www.peaceagreements.org/view/77"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/77"" target=""_blank"">View agreement PDF</a>"
313,77,Agreed Basic Principles signed on 8 September 1995 at Geneva,"Pre-negotiation, 8 September 1995",Agreed Basic Principles signed on 8 September 1995 at Geneva (8 September 1995),125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Intrastate,Pre-negotiation,1995-09-08,1995,9,8,September,third party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/77,https://www.peaceagreements.org/viewmasterdocument/77,"<a href=""https://www.peaceagreements.org/view/77"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/77"" target=""_blank"">View agreement PDF</a>"
312,77,Agreed Basic Principles signed on 8 September 1995 at Geneva,"Pre-negotiation, 8 September 1995",Agreed Basic Principles signed on 8 September 1995 at Geneva (8 September 1995),125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Intrastate,Pre-negotiation,1995-09-08,1995,9,8,September,third party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/77,https://www.peaceagreements.org/viewmasterdocument/77,"<a href=""https://www.peaceagreements.org/view/77"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/77"" target=""_blank"">View agreement PDF</a>"
311,77,Agreed Basic Principles signed on 8 September 1995 at Geneva,"Pre-negotiation, 8 September 1995",Agreed Basic Principles signed on 8 September 1995 at Geneva (8 September 1995),125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Intrastate,Pre-negotiation,1995-09-08,1995,9,8,September,third party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/77,https://www.peaceagreements.org/viewmasterdocument/77,"<a href=""https://www.peaceagreements.org/view/77"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/77"" target=""_blank"">View agreement PDF</a>"
